eventType,timestamp,orderId,orderLineNumber,customerId,loyaltyId,email,channel,productId,productName,productCategory,productBrand,quantity,unitPrice,lineTotal,currency,paymentMethod,salesAssociate,promoCode,purchasesValue,orderPriceTotal
commerce.purchases,2025-10-02T16:28:05.683Z,OFF-00800292,2,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,store-london,RB-CAP-MV1,Verstappen Cap,Accessories,Red Bull,1,39.99,39.99,USD,credit_card,SA-298,GOLD15,0,
commerce.purchases,2025-10-02T16:28:05.683Z,OFF-00800292,3,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,store-london,EXP-PIT-LANE,Pit Lane Walk,Experiences,F1,1,499,499,USD,credit_card,SA-298,GOLD15,0,
commerce.purchases,2026-06-09T05:17:08.812Z,OFF-00800293,1,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,popup-silverstone,EXP-DRIVER-MG,Driver Meet & Greet,Experiences,F1,2,899,1798,USD,loyalty_points,SA-203,,1,1999.98
commerce.purchases,2026-06-09T05:17:08.812Z,OFF-00800293,2,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,popup-silverstone,MER-CAP-LH44,Hamilton Cap,Accessories,Mercedes,1,42,42,USD,loyalty_points,SA-203,,0,
commerce.purchases,2026-06-09T05:17:08.812Z,OFF-00800293,3,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,popup-silverstone,MER-PLO-2024,Team Polo Shirt,Apparel,Mercedes,2,79.99,159.98,USD,loyalty_points,SA-203,,0,
commerce.purchases,2025-01-31T16:52:01.838Z,OFF-00800294,1,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,catalog,FER-MOD-24,SF-24 1:18 Scale Model,Collectibles,Ferrari,2,289.99,579.98,USD,credit_card,SA-042,,1,1128.97
commerce.purchases,2025-01-31T16:52:01.838Z,OFF-00800294,2,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,catalog,MCL-MOD-38,MCL38 1:18 Scale Model,Collectibles,McLaren,1,249.99,249.99,USD,credit_card,SA-042,,0,
commerce.purchases,2025-01-31T16:52:01.838Z,OFF-00800294,3,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,catalog,TICKET-SILV-GA,Silverstone GA,Tickets,F1,1,299,299,USD,credit_card,SA-042,,0,
commerce.purchases,2025-08-08T08:49:22.930Z,OFF-00800295,1,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,popup-monaco,MCL-JKT-2024,Papaya Team Jacket,Apparel,McLaren,1,169.99,169.99,USD,apple_pay,SA-001,,1,349.98
commerce.purchases,2025-08-08T08:49:22.930Z,OFF-00800295,2,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,popup-monaco,FER-JKT-2024,Scuderia Team Jacket,Apparel,Ferrari,1,179.99,179.99,USD,apple_pay,SA-001,,0,
commerce.purchases,2026-01-18T09:29:26.985Z,OFF-00800296,1,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,store-milan,TICKET-SILV-GA,Silverstone GA,Tickets,F1,1,299,299,USD,cash,SA-042,,1,299
commerce.purchases,2025-01-26T14:50:59.927Z,OFF-00800297,1,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,store-newyork,FER-JKT-2024,Scuderia Team Jacket,Apparel,Ferrari,2,179.99,359.98,USD,cash,SA-298,,1,404.98
commerce.purchases,2025-01-26T14:50:59.927Z,OFF-00800297,2,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,store-newyork,FER-CAP-LC16,Leclerc Signature Cap,Accessories,Ferrari,1,45,45,USD,cash,SA-298,,0,
commerce.purchases,2026-05-26T09:20:37.985Z,OFF-00800298,1,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,store-mumbai,MER-CAP-LH44,Hamilton Cap,Accessories,Mercedes,1,42,42,USD,credit_card,N/A,SUMMER20,1,1380.99
commerce.purchases,2026-05-26T09:20:37.985Z,OFF-00800298,2,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,store-mumbai,RB-CAP-MV1,Verstappen Cap,Accessories,Red Bull,1,39.99,39.99,USD,credit_card,N/A,SUMMER20,0,
commerce.purchases,2026-05-26T09:20:37.985Z,OFF-00800298,3,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,store-mumbai,TICKET-MONACO-GS,Monaco GP Grandstand,Tickets,F1,1,1299,1299,USD,credit_card,N/A,SUMMER20,0,
commerce.purchases,2025-10-11T10:17:24.474Z,OFF-00800299,1,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,store-london,EXP-PIT-LANE,Pit Lane Walk,Experiences,F1,1,499,499,USD,debit_card,SA-117,GOLD15,1,1157.98
commerce.purchases,2025-10-11T10:17:24.474Z,OFF-00800299,2,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,store-london,TICKET-SILV-GA,Silverstone GA,Tickets,F1,1,299,299,USD,debit_card,SA-117,GOLD15,0,
commerce.purchases,2025-10-11T10:17:24.474Z,OFF-00800299,3,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,store-london,FER-JKT-2024,Scuderia Team Jacket,Apparel,Ferrari,2,179.99,359.98,USD,debit_card,SA-117,GOLD15,0,
commerce.purchases,2025-03-27T01:25:38.326Z,OFF-00800300,1,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,store-milan,RB-MOD-20,RB20 1:18 Scale Model,Collectibles,Red Bull,1,269.99,269.99,USD,cash,SA-298,,1,269.99
commerce.purchases,2026-03-14T13:44:47.742Z,OFF-00800301,1,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,catalog,FER-MOD-24,SF-24 1:18 Scale Model,Collectibles,Ferrari,1,289.99,289.99,USD,credit_card,online,GOLD15,1,469.98
commerce.purchases,2026-03-14T13:44:47.742Z,OFF-00800301,2,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,catalog,FER-JKT-2024,Scuderia Team Jacket,Apparel,Ferrari,1,179.99,179.99,USD,credit_card,online,GOLD15,0,
commerce.purchases,2025-02-16T22:19:09.881Z,OFF-00800302,1,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,store-newyork,MCL-MOD-38,MCL38 1:18 Scale Model,Collectibles,McLaren,2,249.99,499.98,USD,loyalty_points,SA-203,SAVE10,1,5543.98
commerce.purchases,2025-02-16T22:19:09.881Z,OFF-00800302,2,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,store-newyork,FER-CAP-LC16,Leclerc Signature Cap,Accessories,Ferrari,1,45,45,USD,loyalty_points,SA-203,SAVE10,0,
commerce.purchases,2025-02-16T22:19:09.881Z,OFF-00800302,3,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,store-newyork,PKG-PADDOCK-CLUB,Paddock Club VIP Package,Hospitality,F1,1,4999,4999,USD,loyalty_points,SA-203,SAVE10,0,
commerce.purchases,2025-09-10T16:31:57.534Z,OFF-00800303,1,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,store-mumbai,FER-JKT-2024,Scuderia Team Jacket,Apparel,Ferrari,1,179.99,179.99,USD,cash,SA-001,SAVE10,1,719.96
commerce.purchases,2025-09-10T16:31:57.534Z,OFF-00800303,2,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,store-mumbai,MCL-MOD-38,MCL38 1:18 Scale Model,Collectibles,McLaren,2,249.99,499.98,USD,cash,SA-001,SAVE10,0,
commerce.purchases,2025-09-10T16:31:57.534Z,OFF-00800303,3,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,store-mumbai,RB-CAP-MV1,Verstappen Cap,Accessories,Red Bull,1,39.99,39.99,USD,cash,SA-001,SAVE10,0,
commerce.purchases,2025-02-27T00:45:00.422Z,OFF-00800304,1,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,catalog,MCL-MOD-38,MCL38 1:18 Scale Model,Collectibles,McLaren,2,249.99,499.98,USD,loyalty_points,SA-042,,1,958.96
commerce.purchases,2025-02-27T00:45:00.422Z,OFF-00800304,2,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,catalog,MER-PLO-2024,Team Polo Shirt,Apparel,Mercedes,2,79.99,159.98,USD,loyalty_points,SA-042,,0,
commerce.purchases,2025-02-27T00:45:00.422Z,OFF-00800304,3,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,catalog,TICKET-SILV-GA,Silverstone GA,Tickets,F1,1,299,299,USD,loyalty_points,SA-042,,0,
commerce.purchases,2025-08-23T04:34:27.213Z,OFF-00800305,1,CRM-00100049,LYL-00200049,rf1-w13-s3-vip-49-5dbdf5@f1traffic.com,popup-silverstone,MCL-JKT-2024,Papaya Team Jacket,Apparel,McLaren,1,169.99,169.99,USD,apple_pay,SA-203,RACE2024,1,169.99
commerce.purchases,2025-05-27T02:24:36.202Z,OFF-00800306,1,CRM-00100050,LYL-00200050,rf1-w0-s13-silver-50-bd1a6d@f1traffic.com,phone,MER-PLO-2024,Team Polo Shirt,Apparel,Mercedes,1,79.99,79.99,USD,apple_pay,online,,1,619.97
commerce.purchases,2025-05-27T02:24:36.202Z,OFF-00800306,2,CRM-00100050,LYL-00200050,rf1-w0-s13-silver-50-bd1a6d@f1traffic.com,phone,RB-MOD-20,RB20 1:18 Scale Model,Collectibles,Red Bull,2,269.99,539.98,USD,apple_pay,online,,0,
commerce.purchases,2026-05-20T04:03:38.429Z,OFF-00800307,1,CRM-00100050,LYL-00200050,rf1-w0-s13-silver-50-bd1a6d@f1traffic.com,store-london,PKG-PADDOCK-CLUB,Paddock Club VIP Package,Hospitality,F1,1,4999,4999,USD,credit_card,SA-117,,1,6374
commerce.purchases,2026-05-20T04:03:38.429Z,OFF-00800307,2,CRM-00100050,LYL-00200050,rf1-w0-s13-silver-50-bd1a6d@f1traffic.com,store-london,TICKET-MONACO-GS,Monaco GP Grandstand,Tickets,F1,1,1299,1299,USD,credit_card,SA-117,,0,
commerce.purchases,2026-05-20T04:03:38.429Z,OFF-00800307,3,CRM-00100050,LYL-00200050,rf1-w0-s13-silver-50-bd1a6d@f1traffic.com,store-london,MCL-CAP-LN4,Norris Cap,Accessories,McLaren,2,38,76,USD,credit_card,SA-117,,0,
commerce.purchases,2026-05-15T02:51:37.702Z,OFF-00800308,1,CRM-00100050,LYL-00200050,rf1-w0-s13-silver-50-bd1a6d@f1traffic.com,phone,RB-CAP-MV1,Verstappen Cap,Accessories,Red Bull,1,39.99,39.99,USD,apple_pay,SA-298,,1,39.99
commerce.purchases,2025-08-11T13:48:17.656Z,OFF-00800309,1,CRM-00100051,LYL-00200051,rf1-w2-s55-standard-51-15c6d7@f1traffic.com,store-london,PKG-PADDOCK-CLUB,Paddock Club VIP Package,Hospitality,F1,1,4999,4999,USD,cash,SA-001,,1,7336.98
commerce.purchases,2025-08-11T13:48:17.656Z,OFF-00800309,2,CRM-00100051,LYL-00200051,rf1-w2-s55-standard-51-15c6d7@f1traffic.com,store-london,EXP-DRIVER-MG,Driver Meet & Greet,Experiences,F1,2,899,1798,USD,cash,SA-001,,0,
commerce.purchases,2025-08-11T13:48:17.656Z,OFF-00800309,3,CRM-00100051,LYL-00200051,rf1-w2-s55-standard-51-15c6d7@f1traffic.com,store-london,RB-MOD-20,RB20 1:18 Scale Model,Collectibles,Red Bull,2,269.99,539.98,USD,cash,SA-001,,0,
commerce.purchases,2025-01-31T02:58:40.587Z,OFF-00800310,1,CRM-00100051,LYL-00200051,rf1-w2-s55-standard-51-15c6d7@f1traffic.com,store-london,RB-JKT-2024,2024 Team Jacket,Apparel,Red Bull,2,159.99,319.98,USD,apple_pay,online,,1,319.98
commerce.purchases,2025-06-30T23:52:29.143Z,OFF-00800311,1,CRM-00100052,LYL-00200052,rf1-w2-s42-gold-52-4321fa@f1traffic.com,phone,TICKET-MONACO-GS,Monaco GP Grandstand,Tickets,F1,2,1299,2598,USD,debit_card,SA-117,SUMMER20,1,2598
commerce.purchases,2026-04-28T02:29:58.893Z,OFF-00800312,1,CRM-00100052,LYL-00200052,rf1-w2-s42-gold-52-4321fa@f1traffic.com,popup-monaco,FER-CAP-LC16,Leclerc Signature Cap,Accessories,Ferrari,1,45,45,USD,credit_card,SA-001,,1,334.99
commerce.purchases,2026-04-28T02:29:58.893Z,OFF-00800312,2,CRM-00100052,LYL-00200052,rf1-w2-s42-gold-52-4321fa@f1traffic.com,popup-monaco,FER-MOD-24,SF-24 1:18 Scale Model,Collectibles,Ferrari,1,289.99,289.99,USD,credit_card,SA-001,,0,
commerce.purchases,2026-02-28T13:33:44.081Z,OFF-00800313,1,CRM-00100052,LYL-00200052,rf1-w2-s42-gold-52-4321fa@f1traffic.com,popup-silverstone,EXP-PIT-LANE,Pit Lane Walk,Experiences,F1,1,499,499,USD,cash,SA-042,VIP25,1,698.98
commerce.purchases,2026-02-28T13:33:44.081Z,OFF-00800313,2,CRM-00100052,LYL-00200052,rf1-w2-s42-gold-52-4321fa@f1traffic.com,popup-silverstone,RB-JKT-2024,2024 Team Jacket,Apparel,Red Bull,1,159.99,159.99,USD,cash,SA-042,VIP25,0,
commerce.purchases,2026-02-28T13:33:44.081Z,OFF-00800313,3,CRM-00100052,LYL-00200052,rf1-w2-s42-gold-52-4321fa@f1traffic.com,popup-silverstone,RB-CAP-MV1,Verstappen Cap,Accessories,Red Bull,1,39.99,39.99,USD,cash,SA-042,VIP25,0,
commerce.purchases,2026-01-25T07:22:52.550Z,OFF-00800314,1,CRM-00100052,LYL-00200052,rf1-w2-s42-gold-52-4321fa@f1traffic.com,popup-silverstone,MCL-JKT-2024,Papaya Team Jacket,Apparel,McLaren,2,169.99,339.98,USD,debit_card,SA-117,,1,2937.98
commerce.purchases,2026-01-25T07:22:52.550Z,OFF-00800314,2,CRM-00100052,LYL-00200052,rf1-w2-s42-gold-52-4321fa@f1traffic.com,popup-silverstone,TICKET-MONACO-GS,Monaco GP Grandstand,Tickets,F1,2,1299,2598,USD,debit_card,SA-117,,0,
commerce.purchases,2026-04-05T16:19:50.519Z,OFF-00800315,1,CRM-00100052,LYL-00200052,rf1-w2-s42-gold-52-4321fa@f1traffic.com,store-london,TICKET-SILV-GA,Silverstone GA,Tickets,F1,2,299,598,USD,credit_card,N/A,VIP25,1,598
commerce.purchases,2025-09-26T05:40:35.824Z,OFF-00800316,1,CRM-00100052,LYL-00200052,rf1-w2-s42-gold-52-4321fa@f1traffic.com,store-london,FER-CAP-LC16,Leclerc Signature Cap,Accessories,Ferrari,2,45,90,USD,debit_card,N/A,VIP25,1,589.98
commerce.purchases,2025-09-26T05:40:35.824Z,OFF-00800316,2,CRM-00100052,LYL-00200052,rf1-w2-s42-gold-52-4321fa@f1traffic.com,store-london,MCL-MOD-38,MCL38 1:18 Scale Model,Collectibles,McLaren,2,249.99,499.98,USD,debit_card,N/A,VIP25,0,
commerce.purchases,2026-03-21T20:01:00.082Z,OFF-00800317,1,CRM-00100052,LYL-00200052,rf1-w2-s42-gold-52-4321fa@f1traffic.com,catalog,EXP-PIT-LANE,Pit Lane Walk,Experiences,F1,2,499,998,USD,cash,SA-042,,1,5997
commerce.purchases,2026-03-21T20:01:00.082Z,OFF-00800317,2,CRM-00100052,LYL-00200052,rf1-w2-s42-gold-52-4321fa@f1traffic.com,catalog,PKG-PADDOCK-CLUB,Paddock Club VIP Package,Hospitality,F1,1,4999,4999,USD,cash,SA-042,,0,
commerce.purchases,2025-01-10T15:17:06.351Z,OFF-00800318,1,CRM-00100052,LYL-00200052,rf1-w2-s42-gold-52-4321fa@f1traffic.com,store-mumbai,MCL-MOD-38,MCL38 1:18 Scale Model,Collectibles,McLaren,1,249.99,249.99,USD,loyalty_points,SA-117,,1,249.99
commerce.purchases,2025-09-30T13:28:44.793Z,OFF-00800319,1,CRM-00100053,LYL-00200053,rf1-w6-s13-silver-53-805afa@f1traffic.com,catalog,EXP-PIT-LANE,Pit Lane Walk,Experiences,F1,2,499,998,USD,debit_card,N/A,,1,998
commerce.purchases,2025-07-03T02:39:09.679Z,OFF-00800320,1,CRM-00100053,LYL-00200053,rf1-w6-s13-silver-53-805afa@f1traffic.com,store-milan,FER-MOD-24,SF-24 1:18 Scale Model,Collectibles,Ferrari,2,289.99,579.98,USD,cash,N/A,,1,579.98
commerce.purchases,2026-05-07T16:10:31.869Z,OFF-00800321,1,CRM-00100053,LYL-00200053,rf1-w6-s13-silver-53-805afa@f1traffic.com,store-newyork,RB-MOD-20,RB20 1:18 Scale Model,Collectibles,Red Bull,1,269.99,269.99,USD,debit_card,SA-042,,1,589.97
commerce.purchases,2026-05-07T16:10:31.869Z,OFF-00800321,2,CRM-00100053,LYL-00200053,rf1-w6-s13-silver-53-805afa@f1traffic.com,store-newyork,RB-JKT-2024,2024 Team Jacket,Apparel,Red Bull,2,159.99,319.98,USD,debit_card,SA-042,,0,
commerce.purchases,2025-09-20T08:17:34.205Z,OFF-00800322,1,CRM-00100053,LYL-00200053,rf1-w6-s13-silver-53-805afa@f1traffic.com,phone,FER-MOD-24,SF-24 1:18 Scale Model,Collectibles,Ferrari,2,289.99,579.98,USD,credit_card,SA-298,SAVE10,1,10577.98
commerce.purchases,2025-09-20T08:17:34.205Z,OFF-00800322,2,CRM-00100053,LYL-00200053,rf1-w6-s13-silver-53-805afa@f1traffic.com,phone,PKG-PADDOCK-CLUB,Paddock Club VIP Package,Hospitality,F1,2,4999,9998,USD,credit_card,SA-298,SAVE10,0,
commerce.purchases,2025-05-26T00:03:33.266Z,OFF-00800323,1,CRM-00100054,LYL-00200054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,catalog,RB-CAP-MV1,Verstappen Cap,Accessories,Red Bull,2,39.99,79.98,USD,cash,SA-117,,1,677.98
commerce.purchases,2025-05-26T00:03:33.266Z,OFF-00800323,2,CRM-00100054,LYL-00200054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,catalog,TICKET-SILV-GA,Silverstone GA,Tickets,F1,2,299,598,USD,cash,SA-117,,0,
commerce.purchases,2025-06-21T01:58:30.731Z,OFF-00800324,1,CRM-00100054,LYL-00200054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,store-mumbai,MER-PLO-2024,Team Polo Shirt,Apparel,Mercedes,2,79.99,159.98,USD,loyalty_points,SA-298,,1,1098.97
commerce.purchases,2025-06-21T01:58:30.731Z,OFF-00800324,2,CRM-00100054,LYL-00200054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,store-mumbai,EXP-DRIVER-MG,Driver Meet & Greet,Experiences,F1,1,899,899,USD,loyalty_points,SA-298,,0,
commerce.purchases,2025-06-21T01:58:30.731Z,OFF-00800324,3,CRM-00100054,LYL-00200054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,store-mumbai,RB-CAP-MV1,Verstappen Cap,Accessories,Red Bull,1,39.99,39.99,USD,loyalty_points,SA-298,,0,
commerce.purchases,2025-06-04T16:01:51.721Z,OFF-00800325,1,CRM-00100054,LYL-00200054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,popup-silverstone,MER-PLO-2024,Team Polo Shirt,Apparel,Mercedes,1,79.99,79.99,USD,apple_pay,SA-117,,1,579.97
commerce.purchases,2025-06-04T16:01:51.721Z,OFF-00800325,2,CRM-00100054,LYL-00200054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,popup-silverstone,MCL-MOD-38,MCL38 1:18 Scale Model,Collectibles,McLaren,2,249.99,499.98,USD,apple_pay,SA-117,,0,
commerce.purchases,2025-11-27T04:11:44.172Z,OFF-00800326,1,CRM-00100054,LYL-00200054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,store-milan,MCL-JKT-2024,Papaya Team Jacket,Apparel,McLaren,1,169.99,169.99,USD,credit_card,SA-117,,1,869.95
commerce.purchases,2025-11-27T04:11:44.172Z,OFF-00800326,2,CRM-00100054,LYL-00200054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,store-milan,MER-PLO-2024,Team Polo Shirt,Apparel,Mercedes,2,79.99,159.98,USD,credit_card,SA-117,,0,
commerce.purchases,2025-11-27T04:11:44.172Z,OFF-00800326,3,CRM-00100054,LYL-00200054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,store-milan,RB-MOD-20,RB20 1:18 Scale Model,Collectibles,Red Bull,2,269.99,539.98,USD,credit_card,SA-117,,0,
commerce.purchases,2025-07-06T16:54:27.840Z,OFF-00800327,1,CRM-00100054,LYL-00200054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,store-mumbai,RB-JKT-2024,2024 Team Jacket,Apparel,Red Bull,1,159.99,159.99,USD,loyalty_points,SA-117,RACE2024,1,659.97
commerce.purchases,2025-07-06T16:54:27.840Z,OFF-00800327,2,CRM-00100054,LYL-00200054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,store-mumbai,MCL-MOD-38,MCL38 1:18 Scale Model,Collectibles,McLaren,2,249.99,499.98,USD,loyalty_points,SA-117,RACE2024,0,
commerce.purchases,2025-08-04T13:41:49.061Z,OFF-00800328,1,CRM-00100054,LYL-00200054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,store-milan,RB-JKT-2024,2024 Team Jacket,Apparel,Red Bull,1,159.99,159.99,USD,loyalty_points,online,,1,159.99
commerce.purchases,2025-07-04T06:28:40.341Z,OFF-00800329,1,CRM-00100054,LYL-00200054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,popup-monaco,TICKET-SILV-GA,Silverstone GA,Tickets,F1,2,299,598,USD,cash,N/A,SUMMER20,1,598
commerce.purchases,2025-04-11T03:27:10.081Z,OFF-00800330,1,CRM-00100054,LYL-00200054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,catalog,FER-JKT-2024,Scuderia Team Jacket,Apparel,Ferrari,2,179.99,359.98,USD,loyalty_points,N/A,RACE2024,1,900.98
commerce.purchases,2025-04-11T03:27:10.081Z,OFF-00800330,2,CRM-00100054,LYL-00200054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,catalog,EXP-PIT-LANE,Pit Lane Walk,Experiences,F1,1,499,499,USD,loyalty_points,N/A,RACE2024,0,
commerce.purchases,2025-04-11T03:27:10.081Z,OFF-00800330,3,CRM-00100054,LYL-00200054,rf1-w15-s22-gold-54-8554a8@f1traffic.com,catalog,MER-CAP-LH44,Hamilton Cap,Accessories,Mercedes,1,42,42,USD,loyalty_points,N/A,RACE2024,0,
commerce.purchases,2025-03-05T13:21:20.706Z,OFF-00800331,1,CRM-00100055,LYL-00200055,rf1-w19-s19-standard-55-f7464e@f1traffic.com,popup-silverstone,FER-MOD-24,SF-24 1:18 Scale Model,Collectibles,Ferrari,1,289.99,289.99,USD,loyalty_points,SA-298,GOLD15,1,289.99
commerce.purchases,2025-06-24T21:49:14.034Z,OFF-00800332,1,CRM-00100056,LYL-00200056,rf1-w14-s7-gold-56-fd5649@f1traffic.com,catalog,MCL-MOD-38,MCL38 1:18 Scale Model,Collectibles,McLaren,1,249.99,249.99,USD,google_pay,SA-117,,1,249.99
commerce.purchases,2025-07-05T06:31:23.147Z,OFF-00800333,1,CRM-00100056,LYL-00200056,rf1-w14-s7-gold-56-fd5649@f1traffic.com,store-milan,RB-CAP-MV1,Verstappen Cap,Accessories,Red Bull,1,39.99,39.99,USD,apple_pay,SA-001,,1,39.99
commerce.purchases,2026-05-11T04:03:43.377Z,OFF-00800334,1,CRM-00100056,LYL-00200056,rf1-w14-s7-gold-56-fd5649@f1traffic.com,popup-monaco,TICKET-MONACO-GS,Monaco GP Grandstand,Tickets,F1,2,1299,2598,USD,google_pay,SA-042,GOLD15,1,2598
commerce.purchases,2025-10-09T08:28:25.253Z,OFF-00800335,1,CRM-00100056,LYL-00200056,rf1-w14-s7-gold-56-fd5649@f1traffic.com,phone,MER-CAP-LH44,Hamilton Cap,Accessories,Mercedes,1,42,42,USD,apple_pay,SA-117,,1,121.99
commerce.purchases,2025-10-09T08:28:25.253Z,OFF-00800335,2,CRM-00100056,LYL-00200056,rf1-w14-s7-gold-56-fd5649@f1traffic.com,phone,MER-PLO-2024,Team Polo Shirt,Apparel,Mercedes,1,79.99,79.99,USD,apple_pay,SA-117,,0,
commerce.purchases,2025-10-22T20:17:38.982Z,OFF-00800336,1,CRM-00100056,LYL-00200056,rf1-w14-s7-gold-56-fd5649@f1traffic.com,store-milan,MER-PLO-2024,Team Polo Shirt,Apparel,Mercedes,2,79.99,159.98,USD,cash,SA-117,,1,364.97
commerce.purchases,2025-10-22T20:17:38.982Z,OFF-00800336,2,CRM-00100056,LYL-00200056,rf1-w14-s7-gold-56-fd5649@f1traffic.com,store-milan,FER-CAP-LC16,Leclerc Signature Cap,Accessories,Ferrari,1,45,45,USD,cash,SA-117,,0,
commerce.purchases,2025-10-22T20:17:38.982Z,OFF-00800336,3,CRM-00100056,LYL-00200056,rf1-w14-s7-gold-56-fd5649@f1traffic.com,store-milan,RB-JKT-2024,2024 Team Jacket,Apparel,Red Bull,1,159.99,159.99,USD,cash,SA-117,,0,
commerce.purchases,2025-10-13T04:44:25.508Z,OFF-00800337,1,CRM-00100057,LYL-00200057,rf1-w4-s12-standard-57-ac71d4@f1traffic.com,store-mumbai,FER-JKT-2024,Scuderia Team Jacket,Apparel,Ferrari,1,179.99,179.99,USD,cash,SA-001,,1,759.97
commerce.purchases,2025-10-13T04:44:25.508Z,OFF-00800337,2,CRM-00100057,LYL-00200057,rf1-w4-s12-standard-57-ac71d4@f1traffic.com,store-mumbai,FER-MOD-24,SF-24 1:18 Scale Model,Collectibles,Ferrari,2,289.99,579.98,USD,cash,SA-001,,0,
commerce.purchases,2025-05-16T07:02:22.321Z,OFF-00800338,1,CRM-00100057,LYL-00200057,rf1-w4-s12-standard-57-ac71d4@f1traffic.com,popup-monaco,RB-MOD-20,RB20 1:18 Scale Model,Collectibles,Red Bull,1,269.99,269.99,USD,loyalty_points,SA-298,,1,1568.99
commerce.purchases,2025-05-16T07:02:22.321Z,OFF-00800338,2,CRM-00100057,LYL-00200057,rf1-w4-s12-standard-57-ac71d4@f1traffic.com,popup-monaco,TICKET-MONACO-GS,Monaco GP Grandstand,Tickets,F1,1,1299,1299,USD,loyalty_points,SA-298,,0,
commerce.purchases,2025-04-23T07:14:52.289Z,OFF-00800339,1,CRM-00100058,LYL-00200058,rf1-w1-s65-gold-58-0feb4a@f1traffic.com,catalog,EXP-PIT-LANE,Pit Lane Walk,Experiences,F1,1,499,499,USD,cash,SA-042,RACE2024,1,589
commerce.purchases,2025-04-23T07:14:52.289Z,OFF-00800339,2,CRM-00100058,LYL-00200058,rf1-w1-s65-gold-58-0feb4a@f1traffic.com,catalog,FER-CAP-LC16,Leclerc Signature Cap,Accessories,Ferrari,2,45,90,USD,cash,SA-042,RACE2024,0,
