eventType,timestamp,emailId,customerId,email,campaignName,campaignType,sendsValue,opensValue,clicksValue,converted,conversionValue,unsubscribed,deviceType,emailClient
directMarketing.emailSent,2026-01-23T08:47:05.365Z,EML-0000000304,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Birthday Discount,birthday,1,1,0,false,0,false,tablet,Outlook
directMarketing.emailSent,2026-01-09T00:14:04.851Z,EML-0000000305,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Monaco GP Promo,promo,1,1,0,false,0,false,tablet,Gmail
directMarketing.emailSent,2025-12-26T10:40:51.467Z,EML-0000000306,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Birthday Discount,birthday,1,0,0,false,0,false,mobile,Gmail
directMarketing.emailSent,2026-02-27T01:43:50.355Z,EML-0000000307,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Black Friday 2024,promo,1,0,0,false,0,false,tablet,Outlook
directMarketing.emailSent,2026-01-22T00:19:19.731Z,EML-0000000308,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Birthday Discount,birthday,1,0,0,false,0,false,desktop,Yahoo
directMarketing.emailSent,2025-12-27T06:36:57.713Z,EML-0000000309,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Welcome Series 1,welcome,1,0,0,false,0,false,mobile,Gmail
directMarketing.emailSent,2026-05-15T02:52:50.989Z,EML-0000000310,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Race Calendar Reminder,newsletter,1,1,0,false,0,false,tablet,Apple Mail
directMarketing.emailSent,2026-05-13T18:21:57.496Z,EML-0000000311,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Win-back Campaign,reengagement,1,0,0,false,0,false,mobile,Gmail
directMarketing.emailSent,2026-02-21T02:50:40.801Z,EML-0000000312,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Black Friday 2024,promo,1,1,0,false,0,false,mobile,Gmail
directMarketing.emailSent,2026-03-06T21:26:21.977Z,EML-0000000313,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Birthday Discount,birthday,1,1,0,false,0,false,tablet,Yahoo
directMarketing.emailSent,2026-02-24T02:06:29.059Z,EML-0000000314,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Win-back Campaign,reengagement,1,1,1,true,98.19,false,tablet,Outlook
directMarketing.emailSent,2026-06-10T03:07:46.871Z,EML-0000000315,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,VIP Hospitality Invite,vip,1,1,0,false,0,false,desktop,Gmail
directMarketing.emailSent,2025-12-23T17:35:21.881Z,EML-0000000316,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,1,1,false,0,false,mobile,Yahoo
directMarketing.emailSent,2026-01-12T05:59:03.808Z,EML-0000000317,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Black Friday 2024,promo,1,0,0,false,0,false,desktop,Apple Mail
directMarketing.emailSent,2025-12-31T01:13:29.850Z,EML-0000000318,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Monaco GP Promo,promo,1,0,0,false,0,false,mobile,Yahoo
directMarketing.emailSent,2026-01-22T07:48:32.601Z,EML-0000000319,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Birthday Discount,birthday,1,1,0,false,0,false,desktop,Apple Mail
directMarketing.emailSent,2026-02-17T21:30:56.995Z,EML-0000000320,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Race Calendar Reminder,newsletter,1,1,0,false,0,false,desktop,Outlook
directMarketing.emailSent,2026-02-05T20:49:39.681Z,EML-0000000321,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Monaco GP Promo,promo,1,1,1,false,0,false,desktop,Yahoo
directMarketing.emailSent,2026-04-28T05:33:57.173Z,EML-0000000322,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Birthday Discount,birthday,1,1,0,false,0,false,mobile,Gmail
directMarketing.emailSent,2026-03-24T13:04:42.901Z,EML-0000000323,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Win-back Campaign,reengagement,1,0,0,false,0,false,desktop,Other
directMarketing.emailSent,2026-06-08T14:32:46.922Z,EML-0000000324,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,0,0,false,0,false,desktop,Yahoo
directMarketing.emailSent,2026-05-18T19:11:05.877Z,EML-0000000325,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Win-back Campaign,reengagement,1,1,0,false,0,false,desktop,Gmail
directMarketing.emailSent,2026-04-11T13:38:58.033Z,EML-0000000326,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,1,1,true,386.31,false,desktop,Other
directMarketing.emailSent,2026-05-28T04:10:41.116Z,EML-0000000327,CRM-00100023,rf1-w15-s49-gold-23-475cfc@f1traffic.com,2024 Season Launch,newsletter,1,0,0,false,0,false,mobile,Yahoo
directMarketing.emailSent,2026-03-14T01:28:20.958Z,EML-0000000328,CRM-00100024,rf1-w14-s70-gold-24-26a904@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,1,1,false,0,false,desktop,Other
directMarketing.emailSent,2026-05-02T18:10:24.509Z,EML-0000000329,CRM-00100024,rf1-w14-s70-gold-24-26a904@f1traffic.com,Birthday Discount,birthday,1,0,0,false,0,false,mobile,Outlook
directMarketing.emailSent,2026-03-24T07:54:38.320Z,EML-0000000330,CRM-00100024,rf1-w14-s70-gold-24-26a904@f1traffic.com,Birthday Discount,birthday,1,1,0,false,0,false,mobile,Gmail
directMarketing.emailSent,2026-02-10T10:55:46.614Z,EML-0000000331,CRM-00100024,rf1-w14-s70-gold-24-26a904@f1traffic.com,Win-back Campaign,reengagement,1,1,0,false,0,false,mobile,Yahoo
directMarketing.emailSent,2026-05-31T16:43:19.135Z,EML-0000000332,CRM-00100024,rf1-w14-s70-gold-24-26a904@f1traffic.com,Birthday Discount,birthday,1,0,0,false,0,false,tablet,Outlook
directMarketing.emailSent,2026-03-24T22:32:50.464Z,EML-0000000333,CRM-00100024,rf1-w14-s70-gold-24-26a904@f1traffic.com,Win-back Campaign,reengagement,1,1,0,false,0,false,mobile,Yahoo
directMarketing.emailSent,2025-12-22T15:40:21.027Z,EML-0000000334,CRM-00100024,rf1-w14-s70-gold-24-26a904@f1traffic.com,Welcome Series 1,welcome,1,0,0,false,0,false,mobile,Other
directMarketing.emailSent,2026-01-09T09:20:39.761Z,EML-0000000335,CRM-00100024,rf1-w14-s70-gold-24-26a904@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,0,0,false,0,false,tablet,Other
directMarketing.emailSent,2026-02-28T16:13:40.937Z,EML-0000000336,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,VIP Hospitality Invite,vip,1,0,0,false,0,false,mobile,Other
directMarketing.emailSent,2026-01-17T07:48:05.366Z,EML-0000000337,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,1,0,false,0,false,mobile,Outlook
directMarketing.emailSent,2026-04-30T08:39:19.650Z,EML-0000000338,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Monaco GP Promo,promo,1,0,0,false,0,false,mobile,Other
directMarketing.emailSent,2026-03-16T14:25:49.378Z,EML-0000000339,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Black Friday 2024,promo,1,1,1,false,0,false,tablet,Outlook
directMarketing.emailSent,2026-04-30T19:20:23.565Z,EML-0000000340,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Monaco GP Promo,promo,1,0,0,false,0,false,tablet,Gmail
directMarketing.emailSent,2026-02-13T18:09:16.295Z,EML-0000000341,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Welcome Series 1,welcome,1,0,0,false,0,false,mobile,Yahoo
directMarketing.emailSent,2025-12-16T17:19:09.587Z,EML-0000000342,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Win-back Campaign,reengagement,1,0,0,false,0,false,desktop,Gmail
directMarketing.emailSent,2025-12-30T20:29:57.927Z,EML-0000000343,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Win-back Campaign,reengagement,1,1,0,false,0,false,desktop,Yahoo
directMarketing.emailSent,2026-02-04T12:11:35.999Z,EML-0000000344,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,VIP Hospitality Invite,vip,1,0,0,false,0,false,tablet,Other
directMarketing.emailSent,2026-01-20T18:39:43.379Z,EML-0000000345,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,2024 Season Launch,newsletter,1,1,0,false,0,false,mobile,Gmail
directMarketing.emailSent,2026-03-31T05:05:33.969Z,EML-0000000346,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Win-back Campaign,reengagement,1,1,1,false,0,false,desktop,Outlook
directMarketing.emailSent,2026-01-19T00:34:17.886Z,EML-0000000347,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,2024 Season Launch,newsletter,1,0,0,false,0,false,mobile,Outlook
directMarketing.emailSent,2026-01-29T05:00:36.587Z,EML-0000000348,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Win-back Campaign,reengagement,1,0,0,false,0,false,mobile,Apple Mail
directMarketing.emailSent,2026-04-12T23:37:43.956Z,EML-0000000349,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Win-back Campaign,reengagement,1,0,0,false,0,false,mobile,Outlook
directMarketing.emailSent,2026-01-12T02:36:25.414Z,EML-0000000350,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,0,0,false,0,false,tablet,Apple Mail
directMarketing.emailSent,2026-04-28T18:06:07.579Z,EML-0000000351,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Win-back Campaign,reengagement,1,1,0,false,0,false,desktop,Yahoo
directMarketing.emailSent,2026-06-09T13:52:51.077Z,EML-0000000352,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Win-back Campaign,reengagement,1,0,0,false,0,false,mobile,Apple Mail
directMarketing.emailSent,2026-03-19T01:47:10.480Z,EML-0000000353,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Black Friday 2024,promo,1,0,0,false,0,false,tablet,Outlook
directMarketing.emailSent,2026-02-24T00:38:38.743Z,EML-0000000354,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Win-back Campaign,reengagement,1,1,0,false,0,false,mobile,Other
directMarketing.emailSent,2026-05-03T21:39:29.009Z,EML-0000000355,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,1,0,false,0,false,tablet,Outlook
directMarketing.emailSent,2025-12-30T22:15:10.033Z,EML-0000000356,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Monaco GP Promo,promo,1,1,1,true,133.93,false,tablet,Apple Mail
directMarketing.emailSent,2026-06-10T08:09:05.327Z,EML-0000000357,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Race Calendar Reminder,newsletter,1,0,0,false,0,false,tablet,Other
directMarketing.emailSent,2026-02-28T02:00:27.319Z,EML-0000000358,CRM-00100025,rf1-w2-s26-standard-25-6e0414@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,0,0,false,0,false,mobile,Gmail
directMarketing.emailSent,2026-01-01T07:16:37.844Z,EML-0000000359,CRM-00100026,rf1-w3-s41-standard-26-4c0321@f1traffic.com,Monaco GP Promo,promo,1,1,0,false,0,false,mobile,Yahoo
directMarketing.emailSent,2026-03-18T17:09:30.124Z,EML-0000000360,CRM-00100026,rf1-w3-s41-standard-26-4c0321@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,0,0,false,0,false,desktop,Yahoo
directMarketing.emailSent,2025-12-19T04:38:56.398Z,EML-0000000361,CRM-00100026,rf1-w3-s41-standard-26-4c0321@f1traffic.com,Black Friday 2024,promo,1,0,0,false,0,false,mobile,Outlook
directMarketing.emailSent,2026-03-30T17:49:59.273Z,EML-0000000362,CRM-00100026,rf1-w3-s41-standard-26-4c0321@f1traffic.com,VIP Hospitality Invite,vip,1,0,0,false,0,false,mobile,Outlook
directMarketing.emailSent,2026-02-11T13:26:56.851Z,EML-0000000363,CRM-00100026,rf1-w3-s41-standard-26-4c0321@f1traffic.com,VIP Hospitality Invite,vip,1,0,0,false,0,false,tablet,Apple Mail
directMarketing.emailSent,2026-02-10T01:34:54.971Z,EML-0000000364,CRM-00100026,rf1-w3-s41-standard-26-4c0321@f1traffic.com,Win-back Campaign,reengagement,1,0,0,false,0,false,mobile,Gmail
directMarketing.emailSent,2026-04-18T20:28:15.622Z,EML-0000000365,CRM-00100026,rf1-w3-s41-standard-26-4c0321@f1traffic.com,Welcome Series 1,welcome,1,1,0,false,0,false,tablet,Gmail
directMarketing.emailSent,2026-04-09T12:16:05.110Z,EML-0000000366,CRM-00100026,rf1-w3-s41-standard-26-4c0321@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,1,0,false,0,false,tablet,Other
directMarketing.emailSent,2026-02-26T21:34:58.171Z,EML-0000000367,CRM-00100026,rf1-w3-s41-standard-26-4c0321@f1traffic.com,Win-back Campaign,reengagement,1,0,0,false,0,false,tablet,Gmail
directMarketing.emailSent,2026-02-19T20:51:42.228Z,EML-0000000368,CRM-00100026,rf1-w3-s41-standard-26-4c0321@f1traffic.com,2024 Season Launch,newsletter,1,1,0,false,0,false,desktop,Other
directMarketing.emailSent,2026-05-01T02:12:35.642Z,EML-0000000369,CRM-00100026,rf1-w3-s41-standard-26-4c0321@f1traffic.com,Welcome Series 1,welcome,1,1,1,true,43.84,false,mobile,Gmail
directMarketing.emailSent,2026-06-11T16:01:14.781Z,EML-0000000370,CRM-00100026,rf1-w3-s41-standard-26-4c0321@f1traffic.com,Monaco GP Promo,promo,1,0,0,false,0,false,mobile,Yahoo
directMarketing.emailSent,2026-04-10T22:15:57.175Z,EML-0000000371,CRM-00100027,rf1-w17-s34-silver-27-7f7b09@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,0,0,false,0,false,desktop,Outlook
directMarketing.emailSent,2026-03-04T07:19:36.383Z,EML-0000000372,CRM-00100027,rf1-w17-s34-silver-27-7f7b09@f1traffic.com,2024 Season Launch,newsletter,1,0,0,false,0,false,tablet,Other
directMarketing.emailSent,2025-12-16T23:25:43.049Z,EML-0000000373,CRM-00100027,rf1-w17-s34-silver-27-7f7b09@f1traffic.com,Win-back Campaign,reengagement,1,0,0,false,0,false,desktop,Gmail
directMarketing.emailSent,2026-03-14T12:16:46.871Z,EML-0000000374,CRM-00100027,rf1-w17-s34-silver-27-7f7b09@f1traffic.com,Welcome Series 1,welcome,1,1,0,false,0,false,mobile,Yahoo
directMarketing.emailSent,2026-01-15T03:36:11.396Z,EML-0000000375,CRM-00100027,rf1-w17-s34-silver-27-7f7b09@f1traffic.com,Race Calendar Reminder,newsletter,1,0,0,false,0,false,mobile,Outlook
directMarketing.emailSent,2025-12-23T23:10:31.746Z,EML-0000000376,CRM-00100027,rf1-w17-s34-silver-27-7f7b09@f1traffic.com,Welcome Series 1,welcome,1,1,0,false,0,false,mobile,Outlook
directMarketing.emailSent,2025-12-28T20:42:18.122Z,EML-0000000377,CRM-00100027,rf1-w17-s34-silver-27-7f7b09@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,0,0,false,0,false,desktop,Other
directMarketing.emailSent,2026-03-10T07:37:49.394Z,EML-0000000378,CRM-00100027,rf1-w17-s34-silver-27-7f7b09@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,0,0,false,0,false,desktop,Gmail
directMarketing.emailSent,2026-01-14T21:07:24.730Z,EML-0000000379,CRM-00100027,rf1-w17-s34-silver-27-7f7b09@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,0,0,false,0,false,mobile,Yahoo
directMarketing.emailSent,2026-01-07T04:27:05.159Z,EML-0000000380,CRM-00100027,rf1-w17-s34-silver-27-7f7b09@f1traffic.com,Monaco GP Promo,promo,1,0,0,false,0,false,mobile,Yahoo
directMarketing.emailSent,2026-05-14T02:37:52.862Z,EML-0000000381,CRM-00100027,rf1-w17-s34-silver-27-7f7b09@f1traffic.com,Black Friday 2024,promo,1,0,0,false,0,false,mobile,Apple Mail
directMarketing.emailSent,2026-03-22T09:02:50.000Z,EML-0000000382,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,VIP Hospitality Invite,vip,1,0,0,false,0,false,tablet,Other
directMarketing.emailSent,2026-03-25T04:26:19.078Z,EML-0000000383,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,Win-back Campaign,reengagement,1,0,0,false,0,false,mobile,Apple Mail
directMarketing.emailSent,2026-02-13T15:37:48.311Z,EML-0000000384,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,0,0,false,0,false,mobile,Other
directMarketing.emailSent,2026-01-19T00:53:04.627Z,EML-0000000385,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,Black Friday 2024,promo,1,0,0,false,0,false,mobile,Outlook
directMarketing.emailSent,2025-12-18T08:06:07.041Z,EML-0000000386,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,Race Calendar Reminder,newsletter,1,1,0,false,0,false,desktop,Other
directMarketing.emailSent,2025-12-20T20:00:25.587Z,EML-0000000387,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,Monaco GP Promo,promo,1,0,0,false,0,false,mobile,Other
directMarketing.emailSent,2025-12-17T10:12:47.352Z,EML-0000000388,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,Welcome Series 1,welcome,1,0,0,false,0,false,mobile,Apple Mail
directMarketing.emailSent,2026-01-17T21:22:31.608Z,EML-0000000389,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,Black Friday 2024,promo,1,0,0,false,0,false,mobile,Apple Mail
directMarketing.emailSent,2026-04-12T18:04:53.842Z,EML-0000000390,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,VIP Hospitality Invite,vip,1,0,0,false,0,false,mobile,Outlook
directMarketing.emailSent,2026-02-01T11:24:18.001Z,EML-0000000391,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,VIP Hospitality Invite,vip,1,1,0,false,0,false,mobile,Other
directMarketing.emailSent,2026-05-17T15:34:58.703Z,EML-0000000392,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,2024 Season Launch,newsletter,1,0,0,false,0,false,mobile,Other
directMarketing.emailSent,2026-04-22T07:54:33.593Z,EML-0000000393,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,VIP Hospitality Invite,vip,1,1,0,false,0,false,desktop,Outlook
directMarketing.emailSent,2026-05-30T06:13:58.544Z,EML-0000000394,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,2024 Season Launch,newsletter,1,0,0,false,0,false,mobile,Apple Mail
directMarketing.emailSent,2026-03-07T22:42:29.526Z,EML-0000000395,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,Welcome Series 1,welcome,1,0,0,false,0,false,tablet,Apple Mail
directMarketing.emailSent,2026-03-19T20:06:20.409Z,EML-0000000396,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,Welcome Series 1,welcome,1,0,0,false,0,false,mobile,Gmail
directMarketing.emailSent,2026-04-13T09:08:23.364Z,EML-0000000397,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,0,0,false,0,false,desktop,Other
directMarketing.emailSent,2026-01-19T09:41:30.494Z,EML-0000000398,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,2024 Season Launch,newsletter,1,1,0,false,0,false,tablet,Gmail
directMarketing.emailSent,2026-01-17T08:21:27.636Z,EML-0000000399,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,VIP Hospitality Invite,vip,1,1,1,true,292.54,false,tablet,Gmail
directMarketing.emailSent,2026-03-31T12:40:42.610Z,EML-0000000400,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,Black Friday 2024,promo,1,0,0,false,0,false,tablet,Other
directMarketing.emailSent,2026-03-17T22:38:53.274Z,EML-0000000401,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,1,1,false,0,false,desktop,Outlook
directMarketing.emailSent,2026-02-25T06:00:07.756Z,EML-0000000402,CRM-00100028,rf1-w9-s30-gold-28-48f50b@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,0,0,false,0,false,mobile,Gmail
directMarketing.emailSent,2026-03-09T17:47:16.661Z,EML-0000000403,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Monaco GP Promo,promo,1,1,0,false,0,false,desktop,Outlook
directMarketing.emailSent,2026-05-20T10:41:32.393Z,EML-0000000404,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Win-back Campaign,reengagement,1,1,1,false,0,false,mobile,Outlook
directMarketing.emailSent,2026-03-24T20:58:51.804Z,EML-0000000405,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,2024 Season Launch,newsletter,1,1,0,false,0,false,tablet,Other
directMarketing.emailSent,2026-02-20T07:51:57.467Z,EML-0000000406,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Welcome Series 1,welcome,1,0,0,false,0,false,mobile,Other
directMarketing.emailSent,2026-01-22T11:29:44.519Z,EML-0000000407,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Welcome Series 1,welcome,1,1,0,false,0,false,tablet,Outlook
directMarketing.emailSent,2025-12-22T21:13:04.839Z,EML-0000000408,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,1,0,false,0,false,tablet,Gmail
directMarketing.emailSent,2026-04-09T00:24:22.713Z,EML-0000000409,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Welcome Series 1,welcome,1,0,0,false,0,false,tablet,Gmail
directMarketing.emailSent,2026-02-12T10:32:37.926Z,EML-0000000410,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Win-back Campaign,reengagement,1,0,0,false,0,false,tablet,Gmail
directMarketing.emailSent,2026-05-24T09:33:10.937Z,EML-0000000411,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,0,0,false,0,false,mobile,Other
directMarketing.emailSent,2026-03-30T05:24:53.189Z,EML-0000000412,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,0,0,false,0,true,mobile,Apple Mail
directMarketing.emailSent,2026-05-19T12:33:56.951Z,EML-0000000413,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,0,0,false,0,false,mobile,Outlook
directMarketing.emailSent,2026-06-07T18:38:38.459Z,EML-0000000414,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Monaco GP Promo,promo,1,1,1,true,253.7,false,desktop,Outlook
directMarketing.emailSent,2026-05-01T04:26:55.763Z,EML-0000000415,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,1,1,true,403.54,false,mobile,Other
directMarketing.emailSent,2026-01-29T08:58:20.302Z,EML-0000000416,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Abandoned Cart Recovery,cart_abandonment,1,0,0,false,0,false,tablet,Yahoo
directMarketing.emailSent,2026-01-02T07:08:57.748Z,EML-0000000417,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Monaco GP Promo,promo,1,0,0,false,0,false,desktop,Apple Mail
directMarketing.emailSent,2026-03-08T14:23:46.263Z,EML-0000000418,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Welcome Series 1,welcome,1,0,0,false,0,false,mobile,Other
directMarketing.emailSent,2026-06-05T02:06:42.900Z,EML-0000000419,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Welcome Series 1,welcome,1,0,0,false,0,false,mobile,Other
directMarketing.emailSent,2025-12-18T19:23:20.193Z,EML-0000000420,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Welcome Series 1,welcome,1,0,0,false,0,false,desktop,Yahoo
directMarketing.emailSent,2026-01-28T11:40:15.257Z,EML-0000000421,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Win-back Campaign,reengagement,1,1,0,false,0,false,desktop,Other
directMarketing.emailSent,2026-05-12T21:24:28.943Z,EML-0000000422,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,1,0,false,0,false,tablet,Outlook
directMarketing.emailSent,2026-01-08T08:05:18.740Z,EML-0000000423,CRM-00100029,rf1-w2-s26-gold-29-cee7a2@f1traffic.com,Race Calendar Reminder,newsletter,1,0,0,false,0,false,mobile,Apple Mail
directMarketing.emailSent,2026-05-24T05:10:23.935Z,EML-0000000424,CRM-00100030,rf1-w5-s46-vip-30-4d913e@f1traffic.com,Black Friday 2024,promo,1,0,0,false,0,false,tablet,Gmail
directMarketing.emailSent,2026-02-26T01:32:16.743Z,EML-0000000425,CRM-00100030,rf1-w5-s46-vip-30-4d913e@f1traffic.com,Loyalty Tier Upgrade,loyalty,1,0,0,false,0,false,tablet,Other
directMarketing.emailSent,2026-04-14T01:31:50.926Z,EML-0000000426,CRM-00100030,rf1-w5-s46-vip-30-4d913e@f1traffic.com,VIP Hospitality Invite,vip,1,0,0,false,0,false,tablet,Yahoo
directMarketing.emailSent,2026-06-06T15:34:02.999Z,EML-0000000427,CRM-00100030,rf1-w5-s46-vip-30-4d913e@f1traffic.com,Black Friday 2024,promo,1,1,0,false,0,false,tablet,Gmail
directMarketing.emailSent,2026-03-14T19:58:56.697Z,EML-0000000428,CRM-00100030,rf1-w5-s46-vip-30-4d913e@f1traffic.com,Black Friday 2024,promo,1,0,0,false,0,false,mobile,Apple Mail
directMarketing.emailSent,2026-03-07T21:49:42.573Z,EML-0000000429,CRM-00100030,rf1-w5-s46-vip-30-4d913e@f1traffic.com,2024 Season Launch,newsletter,1,0,0,false,0,false,mobile,Other
directMarketing.emailSent,2026-01-19T08:06:56.628Z,EML-0000000430,CRM-00100030,rf1-w5-s46-vip-30-4d913e@f1traffic.com,Race Calendar Reminder,newsletter,1,1,1,true,436.53,false,mobile,Yahoo
directMarketing.emailSent,2026-01-23T18:55:29.972Z,EML-0000000431,CRM-00100030,rf1-w5-s46-vip-30-4d913e@f1traffic.com,2024 Season Launch,newsletter,1,1,1,true,370.15,false,desktop,Yahoo
