eventType,timestamp,callId,customerId,email,channel,callReason,callCategory,agentId,durationSeconds,resolved,satisfactionRating,escalated,followUpRequired
customerService.interaction,2026-01-05T17:07:57.080Z,CALL-0000000142,CRM-00100083,rf1-w6-s26-vip-83-cae64e@f1traffic.com,whatsapp,Promotion question,support,AGT-025,199,true,4,false,false
customerService.interaction,2025-12-26T21:47:36.728Z,CALL-0000000143,CRM-00100083,rf1-w6-s26-vip-83-cae64e@f1traffic.com,email,Race ticket question,events,AGT-004,949,true,5,false,false
customerService.interaction,2026-06-02T11:05:07.398Z,CALL-0000000144,CRM-00100083,rf1-w6-s26-vip-83-cae64e@f1traffic.com,email,Refund request,returns,AGT-012,836,true,5,false,false
customerService.interaction,2025-12-25T08:16:31.325Z,CALL-0000000145,CRM-00100083,rf1-w6-s26-vip-83-cae64e@f1traffic.com,email,Complaint,support,AGT-016,510,true,5,false,false
customerService.interaction,2026-02-02T09:01:59.342Z,CALL-0000000146,CRM-00100083,rf1-w6-s26-vip-83-cae64e@f1traffic.com,email,Refund request,returns,AGT-016,846,false,2,true,true
customerService.interaction,2026-04-15T06:24:27.870Z,CALL-0000000147,CRM-00100084,rf1-w18-s14-standard-84-f889fd@f1traffic.com,whatsapp,Account issue,support,AGT-002,678,true,4,false,false
customerService.interaction,2026-04-19T03:15:15.263Z,CALL-0000000148,CRM-00100084,rf1-w18-s14-standard-84-f889fd@f1traffic.com,chat,Product question,support,AGT-023,508,true,4,false,false
customerService.interaction,2026-03-05T12:39:34.150Z,CALL-0000000149,CRM-00100084,rf1-w18-s14-standard-84-f889fd@f1traffic.com,phone,Account issue,support,AGT-020,289,false,2,false,true
customerService.interaction,2025-12-26T22:19:13.664Z,CALL-0000000150,CRM-00100086,rf1-w18-s2-silver-86-98be03@f1traffic.com,whatsapp,Order status inquiry,orders,AGT-020,686,true,4,false,false
customerService.interaction,2026-02-22T19:56:21.603Z,CALL-0000000151,CRM-00100086,rf1-w18-s2-silver-86-98be03@f1traffic.com,whatsapp,Race ticket question,events,AGT-018,350,true,4,false,false
customerService.interaction,2026-03-06T22:33:03.083Z,CALL-0000000152,CRM-00100088,rf1-w5-s13-silver-88-718567@f1traffic.com,email,Promotion question,support,AGT-003,539,true,3,false,false
customerService.interaction,2026-06-03T07:31:04.604Z,CALL-0000000153,CRM-00100088,rf1-w5-s13-silver-88-718567@f1traffic.com,whatsapp,Positive feedback,support,AGT-024,293,true,5,false,false
customerService.interaction,2026-04-07T02:27:08.810Z,CALL-0000000154,CRM-00100088,rf1-w5-s13-silver-88-718567@f1traffic.com,whatsapp,Account issue,support,AGT-007,358,false,1,false,true
customerService.interaction,2026-04-08T08:35:13.108Z,CALL-0000000155,CRM-00100088,rf1-w5-s13-silver-88-718567@f1traffic.com,whatsapp,Product question,support,AGT-029,767,true,4,false,false
customerService.interaction,2026-01-30T08:32:37.176Z,CALL-0000000156,CRM-00100089,rf1-w7-s58-vip-89-32362e@f1traffic.com,email,Complaint,support,AGT-023,447,true,5,false,false
customerService.interaction,2026-05-20T10:07:53.842Z,CALL-0000000157,CRM-00100089,rf1-w7-s58-vip-89-32362e@f1traffic.com,phone,Hospitality booking,events,AGT-021,125,false,2,true,true
customerService.interaction,2025-12-21T22:09:15.623Z,CALL-0000000158,CRM-00100089,rf1-w7-s58-vip-89-32362e@f1traffic.com,phone,Shipping question,orders,AGT-019,746,true,3,false,false
customerService.interaction,2025-12-28T18:15:13.091Z,CALL-0000000159,CRM-00100090,rf1-w18-s25-standard-90-9e2cb8@f1traffic.com,whatsapp,Hospitality booking,events,AGT-014,847,true,4,false,false
customerService.interaction,2026-03-14T20:56:45.654Z,CALL-0000000160,CRM-00100090,rf1-w18-s25-standard-90-9e2cb8@f1traffic.com,chat,Complaint,support,AGT-011,927,true,5,false,false
customerService.interaction,2025-12-29T05:40:54.544Z,CALL-0000000161,CRM-00100090,rf1-w18-s25-standard-90-9e2cb8@f1traffic.com,phone,Account issue,support,AGT-005,348,true,4,false,false
customerService.interaction,2026-01-23T04:29:29.104Z,CALL-0000000162,CRM-00100090,rf1-w18-s25-standard-90-9e2cb8@f1traffic.com,whatsapp,Complaint,support,AGT-015,186,true,5,false,false
customerService.interaction,2025-12-25T19:44:24.126Z,CALL-0000000163,CRM-00100091,rf1-w4-s22-vip-91-5a6430@f1traffic.com,whatsapp,Loyalty inquiry,loyalty,AGT-018,303,true,3,false,false
customerService.interaction,2026-03-23T02:53:24.095Z,CALL-0000000164,CRM-00100091,rf1-w4-s22-vip-91-5a6430@f1traffic.com,phone,Loyalty inquiry,loyalty,AGT-014,951,true,5,false,false
customerService.interaction,2026-04-10T02:06:14.390Z,CALL-0000000165,CRM-00100092,rf1-w10-s5-silver-92-ba549a@f1traffic.com,chat,Race ticket question,events,AGT-011,739,true,4,false,false
customerService.interaction,2026-05-22T22:59:44.915Z,CALL-0000000166,CRM-00100092,rf1-w10-s5-silver-92-ba549a@f1traffic.com,chat,Refund request,returns,AGT-013,771,true,3,false,false
customerService.interaction,2026-04-22T08:55:00.924Z,CALL-0000000167,CRM-00100092,rf1-w10-s5-silver-92-ba549a@f1traffic.com,chat,Refund request,returns,AGT-015,72,true,4,false,false
customerService.interaction,2025-12-17T15:55:10.263Z,CALL-0000000168,CRM-00100092,rf1-w10-s5-silver-92-ba549a@f1traffic.com,phone,Promotion question,support,AGT-009,269,false,1,false,true
customerService.interaction,2026-01-26T10:22:42.417Z,CALL-0000000169,CRM-00100094,rf1-w19-s28-silver-94-2f116a@f1traffic.com,phone,Loyalty inquiry,loyalty,AGT-011,412,true,5,false,false
customerService.interaction,2026-03-18T12:19:38.937Z,CALL-0000000170,CRM-00100094,rf1-w19-s28-silver-94-2f116a@f1traffic.com,chat,Hospitality booking,events,AGT-016,261,true,5,false,false
customerService.interaction,2026-06-10T14:35:54.624Z,CALL-0000000171,CRM-00100094,rf1-w19-s28-silver-94-2f116a@f1traffic.com,whatsapp,Return request,returns,AGT-009,839,true,3,false,false
customerService.interaction,2026-03-12T11:19:41.497Z,CALL-0000000172,CRM-00100097,rf1-w19-s47-gold-97-08f6df@f1traffic.com,email,Product question,support,AGT-016,137,true,3,false,false
customerService.interaction,2026-05-08T18:42:49.575Z,CALL-0000000173,CRM-00100103,rf1-w17-s19-standard-103-5c06d1@f1traffic.com,phone,Promotion question,support,AGT-015,586,false,1,true,true
customerService.interaction,2026-02-13T20:28:05.226Z,CALL-0000000174,CRM-00100103,rf1-w17-s19-standard-103-5c06d1@f1traffic.com,chat,Race ticket question,events,AGT-010,233,true,3,false,false
customerService.interaction,2026-06-14T09:18:51.273Z,CALL-0000000175,CRM-00100105,rf1-w18-s22-gold-105-17c147@f1traffic.com,email,Shipping question,orders,AGT-026,64,true,5,false,false
customerService.interaction,2026-03-10T20:56:26.348Z,CALL-0000000176,CRM-00100105,rf1-w18-s22-gold-105-17c147@f1traffic.com,whatsapp,Shipping question,orders,AGT-020,561,false,1,false,true
customerService.interaction,2026-01-23T09:16:42.511Z,CALL-0000000177,CRM-00100106,rf1-w10-s48-gold-106-7a807f@f1traffic.com,whatsapp,Complaint,support,AGT-016,168,true,5,false,false
customerService.interaction,2025-12-25T11:45:00.866Z,CALL-0000000178,CRM-00100108,rf1-w0-s43-gold-108-d1c3c2@f1traffic.com,chat,Order status inquiry,orders,AGT-022,665,true,3,false,false
customerService.interaction,2026-02-17T03:59:54.764Z,CALL-0000000179,CRM-00100108,rf1-w0-s43-gold-108-d1c3c2@f1traffic.com,whatsapp,Account issue,support,AGT-011,333,true,4,false,false
customerService.interaction,2026-03-02T07:00:48.999Z,CALL-0000000180,CRM-00100108,rf1-w0-s43-gold-108-d1c3c2@f1traffic.com,whatsapp,Refund request,returns,AGT-028,524,true,3,false,false
customerService.interaction,2026-01-26T03:48:55.291Z,CALL-0000000181,CRM-00100109,rf1-w0-s11-vip-109-dfd9bf@f1traffic.com,phone,Order status inquiry,orders,AGT-009,593,true,3,false,false
customerService.interaction,2026-02-14T17:51:22.844Z,CALL-0000000182,CRM-00100109,rf1-w0-s11-vip-109-dfd9bf@f1traffic.com,phone,Positive feedback,support,AGT-006,452,true,5,false,false
customerService.interaction,2026-03-17T12:14:58.933Z,CALL-0000000183,CRM-00100109,rf1-w0-s11-vip-109-dfd9bf@f1traffic.com,phone,Order status inquiry,orders,AGT-010,727,true,5,false,false
customerService.interaction,2026-05-26T10:29:30.663Z,CALL-0000000184,CRM-00100112,rf1-w9-s71-standard-112-415b7d@f1traffic.com,phone,Complaint,support,AGT-001,306,false,2,false,true
customerService.interaction,2026-04-19T09:45:35.663Z,CALL-0000000185,CRM-00100112,rf1-w9-s71-standard-112-415b7d@f1traffic.com,phone,Order status inquiry,orders,AGT-019,169,true,5,false,false
customerService.interaction,2026-05-03T23:40:43.660Z,CALL-0000000186,CRM-00100113,rf1-w16-s14-vip-113-8ec719@f1traffic.com,whatsapp,Complaint,support,AGT-025,892,true,3,false,false
customerService.interaction,2026-04-10T07:36:47.701Z,CALL-0000000187,CRM-00100114,rf1-w6-s12-silver-114-27539a@f1traffic.com,phone,Shipping question,orders,AGT-028,326,true,4,false,false
customerService.interaction,2026-02-09T20:18:21.425Z,CALL-0000000188,CRM-00100114,rf1-w6-s12-silver-114-27539a@f1traffic.com,phone,Loyalty inquiry,loyalty,AGT-001,540,true,3,false,false
customerService.interaction,2026-03-25T04:07:18.854Z,CALL-0000000189,CRM-00100114,rf1-w6-s12-silver-114-27539a@f1traffic.com,whatsapp,Loyalty inquiry,loyalty,AGT-013,205,false,2,false,true
customerService.interaction,2026-04-20T10:41:11.634Z,CALL-0000000190,CRM-00100114,rf1-w6-s12-silver-114-27539a@f1traffic.com,whatsapp,Loyalty inquiry,loyalty,AGT-022,143,true,5,false,false
customerService.interaction,2026-03-05T00:19:15.845Z,CALL-0000000191,CRM-00100114,rf1-w6-s12-silver-114-27539a@f1traffic.com,email,Loyalty inquiry,loyalty,AGT-010,91,false,1,true,true
customerService.interaction,2026-05-16T20:07:40.531Z,CALL-0000000192,CRM-00100115,rf1-w4-s47-standard-115-a3b0e7@f1traffic.com,email,Product question,support,AGT-002,694,false,2,false,true
customerService.interaction,2026-05-05T16:31:29.160Z,CALL-0000000193,CRM-00100115,rf1-w4-s47-standard-115-a3b0e7@f1traffic.com,email,Positive feedback,support,AGT-016,458,false,2,false,true
customerService.interaction,2026-03-21T23:14:32.903Z,CALL-0000000194,CRM-00100115,rf1-w4-s47-standard-115-a3b0e7@f1traffic.com,phone,Loyalty inquiry,loyalty,AGT-028,797,true,3,false,false
customerService.interaction,2026-05-22T02:26:43.974Z,CALL-0000000195,CRM-00100115,rf1-w4-s47-standard-115-a3b0e7@f1traffic.com,chat,Product question,support,AGT-007,425,true,3,false,false
customerService.interaction,2026-01-10T18:42:19.925Z,CALL-0000000196,CRM-00100116,rf1-w10-s39-silver-116-add6c7@f1traffic.com,whatsapp,Loyalty inquiry,loyalty,AGT-010,214,true,4,false,false
customerService.interaction,2026-04-19T18:52:10.061Z,CALL-0000000197,CRM-00100116,rf1-w10-s39-silver-116-add6c7@f1traffic.com,whatsapp,Return request,returns,AGT-019,278,true,4,false,false
customerService.interaction,2026-03-10T15:50:11.486Z,CALL-0000000198,CRM-00100118,rf1-w13-s10-standard-118-d3455f@f1traffic.com,email,Return request,returns,AGT-007,890,true,4,false,false
customerService.interaction,2026-03-11T20:04:34.628Z,CALL-0000000199,CRM-00100118,rf1-w13-s10-standard-118-d3455f@f1traffic.com,whatsapp,Return request,returns,AGT-017,259,true,3,false,false
customerService.interaction,2026-06-04T04:04:12.431Z,CALL-0000000200,CRM-00100118,rf1-w13-s10-standard-118-d3455f@f1traffic.com,whatsapp,Hospitality booking,events,AGT-022,117,true,3,false,false
customerService.interaction,2026-06-04T18:50:18.055Z,CALL-0000000201,CRM-00100118,rf1-w13-s10-standard-118-d3455f@f1traffic.com,whatsapp,Account issue,support,AGT-017,241,true,5,false,false
customerService.interaction,2026-01-22T03:54:27.610Z,CALL-0000000202,CRM-00100118,rf1-w13-s10-standard-118-d3455f@f1traffic.com,chat,Hospitality booking,events,AGT-009,898,true,5,false,false
customerService.interaction,2026-01-07T04:38:51.222Z,CALL-0000000203,CRM-00100119,rf1-w15-s33-silver-119-5b367a@f1traffic.com,phone,Complaint,support,AGT-013,770,false,2,true,true
customerService.interaction,2026-03-07T22:59:52.181Z,CALL-0000000204,CRM-00100119,rf1-w15-s33-silver-119-5b367a@f1traffic.com,email,Complaint,support,AGT-020,712,true,3,false,false
customerService.interaction,2026-04-20T13:00:36.833Z,CALL-0000000205,CRM-00100119,rf1-w15-s33-silver-119-5b367a@f1traffic.com,whatsapp,Hospitality booking,events,AGT-005,882,true,5,false,false
customerService.interaction,2026-03-28T00:44:01.635Z,CALL-0000000206,CRM-00100119,rf1-w15-s33-silver-119-5b367a@f1traffic.com,chat,Account issue,support,AGT-015,146,true,5,false,false
customerService.interaction,2026-03-16T05:14:56.078Z,CALL-0000000207,CRM-00100120,abigail.leclerc120@f1retail.com,chat,Refund request,returns,AGT-028,857,true,5,false,false
customerService.interaction,2026-03-06T19:47:06.209Z,CALL-0000000208,CRM-00100120,abigail.leclerc120@f1retail.com,chat,Promotion question,support,AGT-025,69,false,1,false,true
customerService.interaction,2026-05-31T18:19:42.763Z,CALL-0000000209,CRM-00100127,mia.tsunoda127@f1retail.com,phone,Account issue,support,AGT-013,813,true,4,false,false
customerService.interaction,2025-12-27T20:09:47.094Z,CALL-0000000210,CRM-00100127,mia.tsunoda127@f1retail.com,phone,Complaint,support,AGT-023,114,true,3,false,false
customerService.interaction,2026-03-03T01:04:22.571Z,CALL-0000000211,CRM-00100127,mia.tsunoda127@f1retail.com,email,Account issue,support,AGT-006,903,true,3,false,false
customerService.interaction,2026-02-05T09:36:17.609Z,CALL-0000000212,CRM-00100127,mia.tsunoda127@f1retail.com,email,Positive feedback,support,AGT-026,692,true,5,false,false
customerService.interaction,2026-05-29T11:17:10.078Z,CALL-0000000213,CRM-00100127,mia.tsunoda127@f1retail.com,email,Positive feedback,support,AGT-026,936,false,1,false,true
customerService.interaction,2026-02-06T22:36:47.262Z,CALL-0000000214,CRM-00100129,hiroshi.williams129@f1retail.com,whatsapp,Product question,support,AGT-026,587,true,3,false,false
customerService.interaction,2026-05-06T05:31:35.297Z,CALL-0000000215,CRM-00100129,hiroshi.williams129@f1retail.com,chat,Complaint,support,AGT-022,367,true,4,false,false
customerService.interaction,2026-02-12T06:42:22.224Z,CALL-0000000216,CRM-00100129,hiroshi.williams129@f1retail.com,chat,Hospitality booking,events,AGT-011,161,true,4,false,false
customerService.interaction,2026-01-26T08:10:18.975Z,CALL-0000000217,CRM-00100130,michael.russell130@f1retail.com,phone,Shipping question,orders,AGT-021,772,false,2,true,true
customerService.interaction,2026-05-31T09:54:58.327Z,CALL-0000000218,CRM-00100130,michael.russell130@f1retail.com,email,Refund request,returns,AGT-014,133,true,5,false,false
customerService.interaction,2025-12-29T00:18:56.571Z,CALL-0000000219,CRM-00100131,owen.ocon131@f1retail.com,whatsapp,Positive feedback,support,AGT-011,262,true,4,false,false
customerService.interaction,2026-03-22T16:05:05.792Z,CALL-0000000220,CRM-00100131,owen.ocon131@f1retail.com,chat,Loyalty inquiry,loyalty,AGT-009,784,true,4,false,false
customerService.interaction,2025-12-23T18:16:21.246Z,CALL-0000000221,CRM-00100131,owen.ocon131@f1retail.com,phone,Hospitality booking,events,AGT-002,906,true,5,false,false
customerService.interaction,2026-04-11T18:46:48.508Z,CALL-0000000222,CRM-00100131,owen.ocon131@f1retail.com,whatsapp,Positive feedback,support,AGT-030,503,true,4,false,false
customerService.interaction,2026-02-14T08:11:45.783Z,CALL-0000000223,CRM-00100132,ava.li132@f1retail.com,email,Loyalty inquiry,loyalty,AGT-026,197,false,1,false,true
customerService.interaction,2026-03-27T15:37:27.293Z,CALL-0000000224,CRM-00100132,ava.li132@f1retail.com,phone,Return request,returns,AGT-024,523,true,5,false,false
customerService.interaction,2026-01-11T19:50:00.062Z,CALL-0000000225,CRM-00100132,ava.li132@f1retail.com,chat,Shipping question,orders,AGT-024,811,false,1,true,true
customerService.interaction,2026-03-31T04:41:57.820Z,CALL-0000000226,CRM-00100133,pierre.sainz133@f1retail.com,whatsapp,Order status inquiry,orders,AGT-029,862,true,3,false,false
customerService.interaction,2026-01-24T19:08:33.664Z,CALL-0000000227,CRM-00100133,pierre.sainz133@f1retail.com,chat,Account issue,support,AGT-010,922,true,3,false,false
customerService.interaction,2026-04-03T03:54:58.899Z,CALL-0000000228,CRM-00100133,pierre.sainz133@f1retail.com,chat,Account issue,support,AGT-020,595,true,5,false,false
customerService.interaction,2026-02-19T11:57:06.805Z,CALL-0000000229,CRM-00100133,pierre.sainz133@f1retail.com,email,Positive feedback,support,AGT-009,103,true,3,false,false
customerService.interaction,2026-03-04T00:15:28.852Z,CALL-0000000230,CRM-00100133,pierre.sainz133@f1retail.com,whatsapp,Positive feedback,support,AGT-020,396,true,5,false,false
customerService.interaction,2026-02-21T02:49:37.128Z,CALL-0000000231,CRM-00100134,maya.gasly134@f1retail.com,whatsapp,Positive feedback,support,AGT-016,845,false,1,false,true
customerService.interaction,2026-04-22T08:04:15.109Z,CALL-0000000232,CRM-00100134,maya.gasly134@f1retail.com,chat,Hospitality booking,events,AGT-026,582,false,2,true,true
customerService.interaction,2026-01-14T12:30:16.524Z,CALL-0000000233,CRM-00100134,maya.gasly134@f1retail.com,chat,Shipping question,orders,AGT-016,268,true,3,false,false
customerService.interaction,2026-02-08T17:10:43.125Z,CALL-0000000234,CRM-00100135,ishaan.ahmed135@f1retail.com,whatsapp,Refund request,returns,AGT-016,229,true,4,false,false
customerService.interaction,2026-02-26T06:59:24.227Z,CALL-0000000235,CRM-00100135,ishaan.ahmed135@f1retail.com,email,Complaint,support,AGT-029,301,true,3,false,false
customerService.interaction,2026-03-11T22:13:22.082Z,CALL-0000000236,CRM-00100135,ishaan.ahmed135@f1retail.com,email,Hospitality booking,events,AGT-012,100,true,5,false,false
customerService.interaction,2025-12-28T02:36:26.845Z,CALL-0000000237,CRM-00100135,ishaan.ahmed135@f1retail.com,chat,Promotion question,support,AGT-026,918,true,3,false,false
customerService.interaction,2026-06-05T09:40:32.255Z,CALL-0000000238,CRM-00100139,diego.martinez139@f1retail.com,phone,Product question,support,AGT-019,283,true,5,false,false
customerService.interaction,2026-02-09T09:08:22.012Z,CALL-0000000239,CRM-00100139,diego.martinez139@f1retail.com,chat,Positive feedback,support,AGT-015,186,true,3,false,false
customerService.interaction,2026-01-01T20:29:25.230Z,CALL-0000000240,CRM-00100139,diego.martinez139@f1retail.com,whatsapp,Account issue,support,AGT-029,491,true,3,false,false
customerService.interaction,2026-02-19T16:25:10.282Z,CALL-0000000241,CRM-00100139,diego.martinez139@f1retail.com,phone,Positive feedback,support,AGT-029,297,false,2,true,true
customerService.interaction,2026-02-17T19:50:53.256Z,CALL-0000000242,CRM-00100139,diego.martinez139@f1retail.com,email,Complaint,support,AGT-018,915,true,5,false,false
customerService.interaction,2026-05-10T05:22:03.892Z,CALL-0000000243,CRM-00100141,max.tsunoda141@f1retail.com,chat,Product question,support,AGT-005,767,true,3,false,false
customerService.interaction,2026-03-30T06:27:09.025Z,CALL-0000000244,CRM-00100141,max.tsunoda141@f1retail.com,chat,Complaint,support,AGT-010,906,false,2,true,true
customerService.interaction,2026-04-05T13:13:03.751Z,CALL-0000000245,CRM-00100141,max.tsunoda141@f1retail.com,email,Order status inquiry,orders,AGT-016,673,false,1,false,true
customerService.interaction,2026-01-06T22:15:16.535Z,CALL-0000000246,CRM-00100141,max.tsunoda141@f1retail.com,whatsapp,Positive feedback,support,AGT-028,672,true,5,false,false
customerService.interaction,2026-02-12T11:45:47.962Z,CALL-0000000247,CRM-00100141,max.tsunoda141@f1retail.com,chat,Promotion question,support,AGT-022,789,true,3,false,false
customerService.interaction,2026-03-02T03:01:03.742Z,CALL-0000000248,CRM-00100142,aria.anderson142@f1retail.com,whatsapp,Promotion question,support,AGT-002,432,false,2,true,true
customerService.interaction,2026-02-13T09:12:37.667Z,CALL-0000000249,CRM-00100142,aria.anderson142@f1retail.com,whatsapp,Shipping question,orders,AGT-015,694,false,2,false,true
customerService.interaction,2026-03-31T06:57:00.773Z,CALL-0000000250,CRM-00100142,aria.anderson142@f1retail.com,phone,Positive feedback,support,AGT-014,128,true,4,false,false
customerService.interaction,2026-05-27T06:20:49.666Z,CALL-0000000251,CRM-00100143,valtteri.suzuki143@f1retail.com,chat,Race ticket question,events,AGT-024,580,true,3,false,false
customerService.interaction,2026-01-03T06:05:44.950Z,CALL-0000000252,CRM-00100144,ella.smith144@f1retail.com,email,Hospitality booking,events,AGT-025,550,true,3,false,false
customerService.interaction,2026-01-26T06:10:51.486Z,CALL-0000000253,CRM-00100144,ella.smith144@f1retail.com,email,Shipping question,orders,AGT-027,725,false,2,true,true
customerService.interaction,2026-02-19T20:59:53.958Z,CALL-0000000254,CRM-00100144,ella.smith144@f1retail.com,chat,Shipping question,orders,AGT-016,675,true,4,false,false
customerService.interaction,2026-02-04T15:52:34.315Z,CALL-0000000255,CRM-00100145,kai.suzuki145@f1retail.com,chat,Promotion question,support,AGT-005,414,true,4,false,false
customerService.interaction,2025-12-19T19:43:57.964Z,CALL-0000000256,CRM-00100145,kai.suzuki145@f1retail.com,whatsapp,Race ticket question,events,AGT-019,510,true,4,false,false
customerService.interaction,2025-12-27T08:30:16.871Z,CALL-0000000257,CRM-00100146,noah.alonso146@f1retail.com,email,Product question,support,AGT-002,842,true,4,false,false
customerService.interaction,2025-12-25T04:54:51.805Z,CALL-0000000258,CRM-00100146,noah.alonso146@f1retail.com,whatsapp,Promotion question,support,AGT-002,109,true,5,false,false
customerService.interaction,2026-02-16T04:16:31.799Z,CALL-0000000259,CRM-00100150,mason.johnson150@f1retail.com,phone,Positive feedback,support,AGT-028,954,true,3,false,false
customerService.interaction,2026-05-28T00:33:50.471Z,CALL-0000000260,CRM-00100150,mason.johnson150@f1retail.com,email,Hospitality booking,events,AGT-023,408,true,5,false,false
customerService.interaction,2025-12-19T07:32:30.260Z,CALL-0000000261,CRM-00100150,mason.johnson150@f1retail.com,email,Complaint,support,AGT-006,124,true,4,false,false
customerService.interaction,2026-02-13T17:05:22.631Z,CALL-0000000262,CRM-00100150,mason.johnson150@f1retail.com,chat,Account issue,support,AGT-012,735,true,4,false,false
customerService.interaction,2026-02-19T07:42:17.521Z,CALL-0000000263,CRM-00100153,abigail.wilson153@f1retail.com,chat,Loyalty inquiry,loyalty,AGT-004,756,true,5,false,false
customerService.interaction,2026-05-10T20:07:24.174Z,CALL-0000000264,CRM-00100153,abigail.wilson153@f1retail.com,phone,Positive feedback,support,AGT-009,743,true,5,false,false
customerService.interaction,2026-01-23T01:22:41.183Z,CALL-0000000265,CRM-00100154,henry.zhang154@f1retail.com,email,Product question,support,AGT-019,669,true,3,false,false
customerService.interaction,2026-01-20T14:17:43.746Z,CALL-0000000266,CRM-00100154,henry.zhang154@f1retail.com,whatsapp,Complaint,support,AGT-013,685,false,1,false,true
customerService.interaction,2026-01-14T17:38:26.057Z,CALL-0000000267,CRM-00100154,henry.zhang154@f1retail.com,phone,Account issue,support,AGT-006,342,false,2,false,true
customerService.interaction,2026-03-12T04:40:49.510Z,CALL-0000000268,CRM-00100154,henry.zhang154@f1retail.com,email,Loyalty inquiry,loyalty,AGT-020,352,true,4,false,false
customerService.interaction,2026-01-11T05:28:04.915Z,CALL-0000000269,CRM-00100156,diego.norris156@f1retail.com,whatsapp,Account issue,support,AGT-006,327,true,4,false,false
customerService.interaction,2026-01-02T10:19:38.238Z,CALL-0000000270,CRM-00100156,diego.norris156@f1retail.com,phone,Return request,returns,AGT-024,237,true,3,false,false
customerService.interaction,2026-04-22T09:54:08.297Z,CALL-0000000271,CRM-00100156,diego.norris156@f1retail.com,phone,Race ticket question,events,AGT-005,736,true,4,false,false
customerService.interaction,2026-06-09T12:16:14.102Z,CALL-0000000272,CRM-00100156,diego.norris156@f1retail.com,phone,Order status inquiry,orders,AGT-005,428,true,5,false,false
customerService.interaction,2026-06-14T08:29:55.888Z,CALL-0000000273,CRM-00100157,ella.piastri157@f1retail.com,chat,Race ticket question,events,AGT-008,177,true,4,false,false
customerService.interaction,2026-04-02T05:05:30.572Z,CALL-0000000274,CRM-00100158,hassan.chen158@f1retail.com,phone,Race ticket question,events,AGT-004,202,true,4,false,false
customerService.interaction,2026-06-08T16:09:38.253Z,CALL-0000000275,CRM-00100158,hassan.chen158@f1retail.com,chat,Refund request,returns,AGT-020,263,true,4,false,false
customerService.interaction,2026-01-29T07:19:01.682Z,CALL-0000000276,CRM-00100158,hassan.chen158@f1retail.com,whatsapp,Complaint,support,AGT-024,698,true,3,false,false
customerService.interaction,2026-01-25T16:06:42.500Z,CALL-0000000277,CRM-00100158,hassan.chen158@f1retail.com,phone,Promotion question,support,AGT-024,750,true,4,false,false
customerService.interaction,2026-05-31T01:18:43.770Z,CALL-0000000278,CRM-00100161,joseph.iyer161@f1retail.com,email,Loyalty inquiry,loyalty,AGT-006,676,true,4,false,false
customerService.interaction,2026-05-29T07:22:11.381Z,CALL-0000000279,CRM-00100161,joseph.iyer161@f1retail.com,whatsapp,Race ticket question,events,AGT-017,126,true,4,false,false
customerService.interaction,2026-01-06T23:32:48.006Z,CALL-0000000280,CRM-00100161,joseph.iyer161@f1retail.com,chat,Promotion question,support,AGT-028,530,true,3,false,false
customerService.interaction,2026-03-18T15:49:09.740Z,CALL-0000000281,CRM-00100161,joseph.iyer161@f1retail.com,whatsapp,Hospitality booking,events,AGT-009,449,true,4,false,false
customerService.interaction,2026-04-25T23:20:51.917Z,CALL-0000000282,CRM-00100162,max.khan162@f1retail.com,whatsapp,Positive feedback,support,AGT-002,158,true,5,false,false
customerService.interaction,2026-01-08T13:55:48.050Z,CALL-0000000283,CRM-00100162,max.khan162@f1retail.com,email,Shipping question,orders,AGT-025,851,true,3,false,false
customerService.interaction,2026-04-05T21:15:40.213Z,CALL-0000000284,CRM-00100163,sergio.iyer163@f1retail.com,email,Loyalty inquiry,loyalty,AGT-001,119,false,1,true,true
customerService.interaction,2026-04-05T13:52:33.703Z,CALL-0000000285,CRM-00100163,sergio.iyer163@f1retail.com,phone,Hospitality booking,events,AGT-011,389,true,5,false,false
customerService.interaction,2025-12-30T04:37:52.995Z,CALL-0000000286,CRM-00100163,sergio.iyer163@f1retail.com,phone,Hospitality booking,events,AGT-026,161,true,5,false,false
customerService.interaction,2026-03-22T02:08:21.381Z,CALL-0000000287,CRM-00100163,sergio.iyer163@f1retail.com,email,Hospitality booking,events,AGT-016,466,true,4,false,false
customerService.interaction,2026-03-05T07:03:12.268Z,CALL-0000000288,CRM-00100163,sergio.iyer163@f1retail.com,email,Loyalty inquiry,loyalty,AGT-001,807,true,4,false,false
customerService.interaction,2026-05-05T09:42:01.241Z,CALL-0000000289,CRM-00100165,owen.lee165@f1retail.com,email,Race ticket question,events,AGT-023,321,true,5,false,false
customerService.interaction,2026-05-18T20:16:07.751Z,CALL-0000000290,CRM-00100165,owen.lee165@f1retail.com,chat,Loyalty inquiry,loyalty,AGT-005,861,true,3,false,false
customerService.interaction,2026-05-24T18:28:53.540Z,CALL-0000000291,CRM-00100166,khalid.patel166@f1retail.com,email,Refund request,returns,AGT-011,320,true,5,false,false
customerService.interaction,2026-03-07T05:40:18.318Z,CALL-0000000292,CRM-00100166,khalid.patel166@f1retail.com,email,Return request,returns,AGT-002,868,false,1,false,true
customerService.interaction,2026-05-23T09:19:04.314Z,CALL-0000000293,CRM-00100166,khalid.patel166@f1retail.com,email,Order status inquiry,orders,AGT-016,739,true,4,false,false
