customerId,email,emailHashedSHA256,firstName,lastName,dateOfBirth,phone,country,city,addressLine1,postalCode,customerTier,lifetimeValue,favoriteTeam,registrationDate,lastActivityDate,marketingConsent,emailOptIn,smsOptIn
CRM-00100087,rf1-w12-s45-vip-87-fb425c@f1traffic.com,ddca657c89fd29aed5da8f567e2f8c598447a339ecdaebedec142f5630ea9960,William,Piastri,2004-08-30,+1-555-4478787,SG,London,756 Racing Lane,32668,vip,21510.57,McLaren,2024-04-23,2026-03-29,true,true,false
CRM-00100088,rf1-w5-s13-silver-88-718567@f1traffic.com,f59987e6ab1b566d4d67faa0de8592f032339ade23b487f2122461b39b5ebcf7,Owen,Garcia,1975-10-09,+1-555-1987604,NL,Milan,639 Racing Lane,29307,silver,2212.95,Williams,2024-01-31,2026-03-29,true,true,false
CRM-00100089,rf1-w7-s58-vip-89-32362e@f1traffic.com,3a1274f1497ad936ddfc37e9e273dc2ec217e443395f8bbd0df6b7542d462c47,Mia,Wilson,2000-05-13,+1-555-5662912,CA,London,6650 Racing Lane,95024,vip,17101.68,Alpine,2026-03-30,2026-02-11,true,true,true
CRM-00100090,rf1-w18-s25-standard-90-9e2cb8@f1traffic.com,12294bca5f09a5fcd21e3cf577139c377686fab45132d4009938884fcd73ee11,Ren,Gasly,1965-07-22,+1-555-7902340,IT,Milan,5661 Racing Lane,86089,standard,619.27,Ferrari,2025-07-01,2026-05-03,true,true,true
CRM-00100091,rf1-w4-s22-vip-91-5a6430@f1traffic.com,f2856325cf418a07b7518aa307d3b1e705889abdedfdec8b2167b3d941de1d17,Liu,Ahmed,1997-02-04,+1-555-3375881,AU,Milan,6008 Racing Lane,42468,vip,11004.79,Alpine,2024-03-25,2026-05-03,true,true,true
CRM-00100092,rf1-w10-s5-silver-92-ba549a@f1traffic.com,1641f62047d677089af001479c9f2bc53afe577f6055e22e643b5a5c6592ed63,Olivia,Kim,1985-01-22,+1-555-8418058,GB,Mumbai,2663 Racing Lane,53179,silver,1280.17,Ferrari,2025-09-25,2026-02-05,true,false,true
CRM-00100093,rf1-w3-s11-silver-93-a6ccb6@f1traffic.com,41dfe695032c60e8109424112dc69e42cf7fc1b6fdcd371aef039ed5e46cc3cc,Aria,Park,1994-12-30,+1-555-6934437,ES,Paris,6324 Racing Lane,64381,silver,1142.08,Mercedes,2025-12-08,2026-04-05,true,true,false
CRM-00100094,rf1-w19-s28-silver-94-2f116a@f1traffic.com,cce951c66c0ca0b765ee26c8cc782f7e1ff0839ed5145be8ebf937235182ba57,Sophia,Leclerc,2001-04-20,+1-555-6229854,US,New York,8028 Racing Lane,92070,silver,2027.26,Red Bull Racing,2025-11-08,2026-04-17,true,true,false
CRM-00100095,rf1-w0-s8-standard-95-aaddfc@f1traffic.com,cad4f103751aa73ab9640fa49e7ec8cc46abeed58104a8e47dd41ef561587b1a,Mia,Williams,1967-01-28,+1-555-7368949,IN,Tokyo,1799 Racing Lane,19574,standard,107.33,Alpine,2026-04-18,2026-04-27,true,true,false
CRM-00100096,rf1-w16-s57-standard-96-bc5edd@f1traffic.com,1ac942964a932e0df54248d509e4f7d9886e88c32406f2653be06a18b43c514f,Aarav,Ocon,1983-10-24,+1-555-5882955,NL,Mumbai,7528 Racing Lane,12615,standard,763.42,Ferrari,2025-03-01,2026-05-17,true,false,false
CRM-00100097,rf1-w19-s47-gold-97-08f6df@f1traffic.com,c83a36f5286f9e8b26fc4676860c72ab8a27498f5153bdbc253b453ddb725f59,Khalid,Liu,1978-06-05,+1-555-4318493,US,New York,5881 Racing Lane,37877,gold,6688.98,Aston Martin,2025-10-14,2026-03-14,true,false,true
CRM-00100098,rf1-w1-s11-standard-98-026fd1@f1traffic.com,6bda167d35e139ac57f918afd60de512b2e27455abb6263de4d8a654105b527e,Liu,Martinez,1964-07-14,+1-555-1008025,MC,Milan,3460 Racing Lane,76084,standard,315.61,Williams,2024-04-28,2026-03-24,true,true,false
CRM-00100099,rf1-w2-s23-vip-99-03538d@f1traffic.com,ea7cca3859be8722a6e7f3cc14550a4364afd6312f385e7fcf2f64ad8d166ff3,Olivia,Li,1971-09-15,+1-555-7238072,GB,London,8367 Racing Lane,58412,vip,21055.94,Ferrari,2024-11-13,2026-02-22,true,true,true
CRM-00100100,rf1-w9-s63-gold-100-e4bcfe@f1traffic.com,2d259b4be1a4aefb51c440278c2ec1af1eb418906abc880093d0fe0eb211cbc2,Aditya,Wilson,1967-05-14,+1-555-3432119,DE,Mumbai,2270 Racing Lane,67649,gold,3426.14,Red Bull Racing,2024-04-15,2026-04-18,true,false,false
CRM-00100101,rf1-w18-s21-silver-101-eb7b4b@f1traffic.com,85bcf540d978df8148c6608bc048b373c99c08a8adb56adb4a4c0bbe7f58e488,Arjun,Ocon,1995-06-30,+1-555-8466875,BR,New York,2905 Racing Lane,31057,silver,1217.47,Mercedes,2025-06-11,2026-04-28,false,true,false
CRM-00100102,rf1-w1-s72-standard-102-82f182@f1traffic.com,d1c9aa37aa14cde932112973b5cef4290caa203f7c33d60cecb6eee94616cf19,Daniel,Verstappen,1970-06-01,+1-555-6988407,CA,New York,3076 Racing Lane,22887,standard,476.09,Aston Martin,2023-11-15,2026-05-14,true,true,false
CRM-00100103,rf1-w17-s19-standard-103-5c06d1@f1traffic.com,7de7f3cf5e7176f0a2d2e7a953f1d1c1446112e18f98184d73e9dceb96838d1c,Ella,Chen,2005-05-04,+1-555-9927177,CA,London,5321 Racing Lane,65382,standard,382.17,McLaren,2024-09-02,2026-06-08,true,true,false
CRM-00100104,rf1-w3-s67-vip-104-199d0c@f1traffic.com,0aa206632b6aa719e62207cc03871646a6474fd9dbeb5913019b51faa2ae79c9,Olivia,Kumar,1974-07-13,+1-555-2817488,JP,Milan,5612 Racing Lane,47118,vip,10966.72,Aston Martin,2024-07-18,2026-06-01,true,true,true
CRM-00100105,rf1-w18-s22-gold-105-17c147@f1traffic.com,19ff6c19b0aa529c911177a5184cb9ae91288aee4aaba4efb0494ce5ebc7d6f7,Michael,Hamilton,1981-02-24,+1-555-5131247,NL,Tokyo,3792 Racing Lane,43850,gold,7973.08,Red Bull Racing,2025-08-22,2026-03-16,false,true,true
CRM-00100106,rf1-w10-s48-gold-106-7a807f@f1traffic.com,a751554a9f53e19a39777cb32d50d1cc8c237e1f3b7d292ecb25b2d6779d04c2,David,Chen,1980-10-22,+1-555-1037942,FR,Milan,9723 Racing Lane,48294,gold,4144.97,Ferrari,2024-07-29,2026-02-22,true,true,false
CRM-00100107,rf1-w18-s12-vip-107-c343b3@f1traffic.com,88a56e8de63a20e1c474924fe82a39f145a47c91c3171cc07a56ac777cf17769,Liu,Piastri,2003-08-15,+1-555-1723732,CA,New York,9140 Racing Lane,99672,vip,16034.23,Aston Martin,2024-12-11,2026-04-04,false,true,true
CRM-00100108,rf1-w0-s43-gold-108-d1c3c2@f1traffic.com,ff44a3c37b1311ed7b93204a65dac3913288af1e193d16331f94ef5463d8d08c,Ethan,Taylor,1978-04-05,+1-555-7130798,MC,Milan,750 Racing Lane,57547,gold,4181.01,Mercedes,2024-10-30,2026-04-13,true,false,true
CRM-00100109,rf1-w0-s11-vip-109-dfd9bf@f1traffic.com,f2879cea77292df89c816daa239d6080f15a91f4db72ba87bb605721ba0db7fe,Ella,Patel,1971-07-30,+1-555-6802026,TH,Mumbai,2165 Racing Lane,38656,vip,18081.93,Williams,2025-01-16,2026-01-10,true,true,true
CRM-00100110,rf1-w19-s30-silver-110-af003c@f1traffic.com,35b92719eba61f3f4f1ee55fdac4a7bae58bd8446a7edc61ffde11d3125dc836,Henry,Taylor,1982-06-22,+1-555-7394341,GB,Tokyo,6993 Racing Lane,37705,silver,926.3,Ferrari,2026-05-23,2026-04-24,true,true,false
CRM-00100111,rf1-w14-s13-standard-111-e7ed32@f1traffic.com,a8eec2f899f77e776a8c867366c7c0ddfb58d98edd9cf2b08736bf83010dadf4,Carlos,Perez,1977-09-15,+1-555-4588484,FR,Paris,9005 Racing Lane,95613,standard,413.65,Ferrari,2025-02-21,2025-12-29,true,true,true
CRM-00100112,rf1-w9-s71-standard-112-415b7d@f1traffic.com,a568efec89fc74a3464d7c2272c30260bf7c064e92fcbe02fa0c59c13c6a42f2,Hassan,Gasly,1972-11-25,+1-555-8349803,TH,New York,5410 Racing Lane,74873,standard,119.12,Red Bull Racing,2025-03-21,2026-05-22,true,true,false
CRM-00100113,rf1-w16-s14-vip-113-8ec719@f1traffic.com,90ca8adc7827a74e0627b13f47fb2b8f9f37bf7dd89f87e08397012d43d7f51f,Sergio,Smith,1993-10-22,+1-555-9882161,IT,Milan,7311 Racing Lane,73821,vip,13988.73,Ferrari,2024-12-13,2026-06-08,true,false,true
CRM-00100114,rf1-w6-s12-silver-114-27539a@f1traffic.com,3a9aed056c1a4d2c2959242400639e7d0beee96b64f3461840af52bb6f0f9d01,Fernando,Anderson,1968-04-04,+1-555-6456874,JP,Tokyo,2408 Racing Lane,29354,silver,1502.5,Aston Martin,2024-12-18,2026-05-14,false,true,true
CRM-00100115,rf1-w4-s47-standard-115-a3b0e7@f1traffic.com,b57e6f74ab396e798b80119f53c85cfce298848a340d43ffca2187c0a5a9cec1,Charlotte,Taylor,1981-07-22,+1-555-3698156,BR,Tokyo,4204 Racing Lane,62839,standard,603.26,Alpine,2024-06-03,2026-03-20,true,true,false
CRM-00100116,rf1-w10-s39-silver-116-add6c7@f1traffic.com,c5d2157ecc15f62677fdb10d01113a7957e8ab57e3c0af89e2e800d8e168126a,Harper,Verstappen,1975-11-30,+1-555-7619019,SG,Milan,4078 Racing Lane,50545,silver,1354.98,Williams,2025-05-18,2026-03-19,true,true,false
CRM-00100117,rf1-w3-s28-vip-117-9c7c7e@f1traffic.com,b219b174ee56da2f1a7c2c9ea45bb3eeae5c64a3e0f3df0b9770a3620f014509,Maya,Ocon,1972-05-27,+1-555-8389414,ES,Tokyo,7970 Racing Lane,44350,vip,21546.13,Williams,2025-02-15,2026-04-18,true,true,true
CRM-00100118,rf1-w13-s10-standard-118-d3455f@f1traffic.com,145e96bab675ff8ee8581c2c7ef70e53637b64573cc51219f869e1e77a052d5d,Olivia,Anderson,2000-08-13,+1-555-8600290,DE,Tokyo,4802 Racing Lane,15258,standard,441.87,Alpine,2025-09-03,2026-05-26,false,true,false
CRM-00100119,rf1-w15-s33-silver-119-5b367a@f1traffic.com,2a1f102eaa7a1d4380cbbba90fb226aa5da612526778ee38491e36293bc6ef2d,Yuki,Liu,1998-09-13,+1-555-8823860,TH,Tokyo,1506 Racing Lane,72037,silver,951.7,Ferrari,2025-12-13,2026-03-05,false,true,true
CRM-00100120,abigail.leclerc120@f1retail.com,7aa6351a89e99af5945d360e0f34a045fe4a482b1eaa9ba8b23eb970052f2e89,Abigail,Leclerc,1975-02-07,+1-555-5302349,SG,Tokyo,1383 Racing Lane,72445,gold,2394.91,Mercedes,2024-09-13,2026-02-28,false,false,true
CRM-00100121,pierre.suzuki121@f1retail.com,26da399b819b4a79fc400584916d89ead114bb17eb4a3bd6a9599b38edeec077,Pierre,Suzuki,1989-07-19,+1-555-8239498,NL,Mumbai,8920 Racing Lane,27361,standard,341.7,McLaren,2023-12-13,2026-03-10,true,true,false
CRM-00100122,mason.ocon122@f1retail.com,0bdb4f773c309f1f0dc19996f46db23870de4861edb506939e74d39de4079ef3,Mason,Ocon,1997-03-26,+1-555-8558469,NL,London,6435 Racing Lane,82048,gold,2934.54,Aston Martin,2024-05-26,2026-02-11,true,false,false
CRM-00100123,amelia.garcia123@f1retail.com,d3e4d5465afe2697dff99ad753b77b7eeea8ded6ee636c26873b45d9f631fff3,Amelia,Garcia,1972-06-14,+1-555-4720842,TH,Tokyo,9702 Racing Lane,86831,gold,3837.28,McLaren,2026-02-14,2026-01-26,true,true,false
CRM-00100124,esteban.brown124@f1retail.com,8eab75bb88296a6d75e9b33c51cb4a0fd38073acee4aff3a51a377ef0baefc5c,Esteban,Brown,1999-05-14,+1-555-8863664,JP,Milan,3627 Racing Lane,74193,silver,619.4,Mercedes,2026-06-01,2026-03-19,true,true,false
CRM-00100125,esteban.gasly125@f1retail.com,a6e451ef5be9267a2e9e400c54f56a881a8681c479a29f6c1ec352db16c4527b,Esteban,Gasly,1995-02-19,+1-555-8048438,ES,Milan,9985 Racing Lane,19017,gold,5729.39,Williams,2025-09-10,2026-05-29,true,true,true
CRM-00100126,max.thomas126@f1retail.com,87bbc191de2055dbae963f0a42bda65c1b3280f9848c32f5cd6c3b5356b5579b,Max,Thomas,1967-08-27,+1-555-4826506,IT,Mumbai,487 Racing Lane,10478,gold,7958.99,Aston Martin,2025-11-06,2026-04-08,true,true,true
CRM-00100127,mia.tsunoda127@f1retail.com,3a9e4c376bec543c30a31ae97c0c91193bc9dd3952085b0230136f6ec5a613ee,Mia,Tsunoda,2002-02-02,+1-555-7415189,TH,London,7496 Racing Lane,18656,gold,2518.77,Aston Martin,2025-09-05,2026-05-14,true,false,true
CRM-00100128,logan.ahmed128@f1retail.com,90372dceda8e8e5376907f896a77a49d18b9b056725a5fb8ab497557989d7207,Logan,Ahmed,1962-12-30,+1-555-3857701,GB,Tokyo,6392 Racing Lane,42513,standard,232.94,Williams,2025-02-16,2026-05-04,true,true,false
CRM-00100129,hiroshi.williams129@f1retail.com,6f80e7e187a782238227e8f4538f3a1a01072c6ee2530f43fdbd2ed4abb12c2a,Hiroshi,Williams,1993-03-05,+1-555-5612281,BR,Milan,6250 Racing Lane,43212,gold,3098.44,McLaren,2025-10-18,2026-01-05,true,true,false
CRM-00100130,michael.russell130@f1retail.com,3f8727e5be9c29ffd6b497d5294794c5a302b982131793940e207bc81e3e1ad1,Michael,Russell,2003-02-18,+1-555-1605497,MC,New York,3658 Racing Lane,61728,standard,325.22,Alpine,2025-03-31,2026-05-16,true,true,false
CRM-00100131,owen.ocon131@f1retail.com,c4b32cdb3bf0d2c25d45a9feb854a38cf5bd62ed3a645f7a9605661c5d2ab0aa,Owen,Ocon,2000-05-14,+1-555-4955387,AU,London,4918 Racing Lane,35392,standard,299.05,Aston Martin,2026-01-23,2026-05-02,true,true,true
CRM-00100132,ava.li132@f1retail.com,2303b66dda0f8258d906ce497d7f2ce9dc1549909625524abfabaef6b65e0bf9,Ava,Li,1980-06-12,+1-555-3128905,MC,Paris,3339 Racing Lane,20138,standard,598.87,Aston Martin,2026-02-23,2026-02-15,true,true,false
CRM-00100133,pierre.sainz133@f1retail.com,9f20ffcceb48bd38c67a209f4092a56798325a1ba033b74a6fe85a06246be8fb,Pierre,Sainz,1978-03-20,+1-555-7095595,BR,New York,2528 Racing Lane,19344,standard,106.35,McLaren,2023-10-16,2026-05-07,true,true,false
CRM-00100134,maya.gasly134@f1retail.com,cefc3d2da5db62ffe0982d99fb8063445508596d6fce661173038742f8bf9877,Maya,Gasly,1998-03-08,+1-555-6050097,TH,Milan,8508 Racing Lane,10283,vip,6505.18,Alpine,2025-08-22,2026-01-14,true,true,true
CRM-00100135,ishaan.ahmed135@f1retail.com,268b939f9f9082b1035652dfdc828311af843eef6774c841955d57a74cd406fe,Ishaan,Ahmed,1965-09-15,+1-555-6989781,AE,London,1224 Racing Lane,99099,vip,17857.11,Mercedes,2025-05-22,2026-04-22,true,false,false
CRM-00100136,amelia.moore136@f1retail.com,e9a89d9190152127c2a2cc69c730e114810303eadd0594b09465d4f3652445d9,Amelia,Moore,1993-02-12,+1-555-3158750,IT,London,8951 Racing Lane,58637,silver,1612.53,Aston Martin,2023-11-09,2026-01-28,true,true,true
CRM-00100137,maya.martinez137@f1retail.com,9cf0f647fbd98b8799eb98a34afad26b37e630635b27348cd43e5cda2d9b98ac,Maya,Martinez,1977-04-16,+1-555-2872407,GB,Milan,2918 Racing Lane,24567,vip,23993.29,Mercedes,2025-05-11,2026-04-26,false,true,false
CRM-00100138,lando.martinez138@f1retail.com,1a4c28865b752a80fb7e35524f4e43f9bda40b928f68fd352ac0f188231995d2,Lando,Martinez,1978-10-27,+1-555-3910907,IN,Paris,4014 Racing Lane,44712,standard,758.44,McLaren,2024-11-23,2026-06-11,true,false,false
CRM-00100139,diego.martinez139@f1retail.com,f8dcdc0fbfe84429bfc5f66fe809c47f64c52aa2c14af1ee9f875eb72dea1a1e,Diego,Martinez,1969-07-09,+1-555-7188176,TH,Milan,4005 Racing Lane,18223,standard,415.78,Red Bull Racing,2025-07-31,2026-01-04,true,true,false
CRM-00100140,maya.rodriguez140@f1retail.com,75b1f9766ebcd4dd86a945b115586661617c41000a41115c7e3f93fc266e6bf7,Maya,Rodriguez,1983-10-08,+1-555-9484374,NL,Tokyo,3786 Racing Lane,16177,vip,23057.44,Red Bull Racing,2024-07-17,2026-02-14,true,true,true
CRM-00100141,max.tsunoda141@f1retail.com,364c7e29c0cf32ce1d957977787aea8a6fd0bc575f626b04b496590a7a336abf,Max,Tsunoda,1986-01-29,+1-555-4834669,CA,London,503 Racing Lane,51901,vip,12843.49,Mercedes,2025-04-06,2026-01-08,true,false,false
CRM-00100142,aria.anderson142@f1retail.com,01df35ea2d06355b4421c3cf8b1db0654b8410f8b82ca4f74cf16a7888a89ac3,Aria,Anderson,1964-02-11,+1-555-5871423,US,Tokyo,1493 Racing Lane,74740,vip,24578.82,Aston Martin,2025-04-06,2026-03-26,true,true,false
CRM-00100143,valtteri.suzuki143@f1retail.com,60f3f1e72bf6be414ced2147f1827621b4e5ba5cb1a6163571017589ffd22379,Valtteri,Suzuki,1964-03-16,+1-555-2943677,MC,Tokyo,9123 Racing Lane,38049,standard,725.83,Ferrari,2024-06-19,2026-05-13,true,true,true
CRM-00100144,ella.smith144@f1retail.com,dcfd0c497ff7ba77337c262da8b42af11d3738bf97c9cb2f7a2e9ac96514136b,Ella,Smith,1997-06-14,+1-555-8715455,US,Paris,6802 Racing Lane,76119,standard,435.1,Red Bull Racing,2024-05-29,2026-02-17,false,true,true
CRM-00100145,kai.suzuki145@f1retail.com,8642a7784fb859608b4a122d9ca8835ecd6926caaa094465cb97c4aaeda3a653,Kai,Suzuki,1992-09-18,+1-555-6286373,BR,Mumbai,763 Racing Lane,78285,vip,19775.47,Williams,2023-12-10,2026-02-24,true,true,false
CRM-00100146,noah.alonso146@f1retail.com,727967af354dd453b6e8d0fbf02fb756f9d5677e7be27be8bd9491bbb83e1b20,Noah,Alonso,1974-03-25,+1-555-7068008,AU,Milan,4882 Racing Lane,86580,gold,7686.6,Williams,2024-03-07,2026-05-17,true,false,true
CRM-00100147,james.wang147@f1retail.com,e72283af703095e0fe9cb25f303e5ebacf8c5c0e6494a5d9d5faecca04ae7f8f,James,Wang,1991-10-04,+1-555-8586412,AU,Mumbai,2160 Racing Lane,86248,gold,3899.72,Ferrari,2023-11-05,2026-05-29,true,true,false
CRM-00100148,yuki.reddy148@f1retail.com,ca0181afc6dd330c41dfea10a0a2be51410d379bcb57953f2959fd7f180fc51e,Yuki,Reddy,1973-09-04,+1-555-2527714,AE,London,8083 Racing Lane,52504,gold,5124.66,McLaren,2025-07-22,2026-06-04,true,true,false
CRM-00100149,lance.ahmed149@f1retail.com,faf6ee6e212644b682de0936453a6a95e21df548675e2160581248ad9c2b4eb5,Lance,Ahmed,1961-08-08,+1-555-1537658,FR,New York,9429 Racing Lane,41137,vip,9749.31,Red Bull Racing,2025-11-10,2026-01-18,false,true,true
CRM-00100150,mason.johnson150@f1retail.com,a21b51b602b3794e1cd2c12ec39aef321179db25ae141bb58ba983e7f24da126,Mason,Johnson,1969-10-11,+1-555-6928721,FR,Milan,8651 Racing Lane,90255,standard,762.94,Alpine,2025-08-08,2026-02-26,true,true,false
CRM-00100151,diego.garcia151@f1retail.com,17a0be06b10f79c53b5cb67060df2c9faf86dbc3762a8882df31c67a86848acb,Diego,Garcia,1968-05-17,+1-555-4810689,JP,Milan,4372 Racing Lane,55718,silver,857.22,Ferrari,2024-04-13,2026-05-20,true,true,true
CRM-00100152,harper.park152@f1retail.com,8faba4f8b2d8ec4c570ff3de788f839d20d218f5d402ef825fd61a347d67c772,Harper,Park,1964-11-17,+1-555-9407412,AU,London,9592 Racing Lane,56609,silver,2190.9,Williams,2026-01-08,2026-04-26,true,false,true
CRM-00100153,abigail.wilson153@f1retail.com,db2cf864b208bc386c6a8299699a583d08eb5e90f9ce992094dea4723858fffb,Abigail,Wilson,1990-06-13,+1-555-9504707,ES,London,7709 Racing Lane,52426,vip,15148.57,Alpine,2024-02-18,2026-05-13,true,true,true
CRM-00100154,henry.zhang154@f1retail.com,ef9870e811cb7ce9f34df92d6c8eee169c865903f7267848e02a6de495eca643,Henry,Zhang,2001-03-02,+1-555-4321565,GB,Milan,7819 Racing Lane,57581,vip,19855.76,Aston Martin,2024-04-10,2026-01-06,true,true,false
CRM-00100155,joseph.tanaka155@f1retail.com,713398e432776531ae270204938a8cb2a6793522cdaac68da3b736ec66e4a7b3,Joseph,Tanaka,1974-07-14,+1-555-7570250,BR,Paris,5981 Racing Lane,75200,silver,1556.11,Ferrari,2025-10-21,2026-03-30,true,false,false
CRM-00100156,diego.norris156@f1retail.com,91046163f41a6f0a8298819dc2f669802fa7bfd5dbed13326a2cf6ec791b52f0,Diego,Norris,2003-08-20,+1-555-2078209,SG,Tokyo,271 Racing Lane,77927,vip,17706.64,Mercedes,2025-09-13,2026-04-06,false,false,true
CRM-00100157,ella.piastri157@f1retail.com,1504fdc91749ddb1e55b62ed21c7683c8f2f349fc074f75c755158c2bf896273,Ella,Piastri,1998-05-14,+1-555-1044031,US,London,1336 Racing Lane,64596,standard,413.43,Red Bull Racing,2024-09-07,2026-03-27,true,true,true
CRM-00100158,hassan.chen158@f1retail.com,3a67721e71ec5a4a192221cef0742b0d1da881c62028055d96b6b58a24598fa1,Hassan,Chen,1998-08-28,+1-555-4660525,BR,London,8990 Racing Lane,26819,standard,790.47,Mercedes,2023-12-29,2025-12-29,true,true,true
CRM-00100159,joseph.kim159@f1retail.com,4c7981dffae82eb97597b789a9164a469555369be3a5acce092bc95a00763b86,Joseph,Kim,1986-11-07,+1-555-7268072,IN,Paris,3760 Racing Lane,18289,silver,1616.13,Williams,2023-11-01,2026-05-29,true,false,true
CRM-00100160,hiroshi.kim160@f1retail.com,e64fe40e2ca0dda1b1d84d0d04c5d56afa43412d2dcbe0a7bea77defdd747c23,Hiroshi,Kim,1994-03-22,+1-555-2817973,JP,London,2694 Racing Lane,54719,silver,1358.4,Alpine,2025-08-11,2026-03-11,true,false,false
CRM-00100161,joseph.iyer161@f1retail.com,f2198893610ba461d1c40891fde2762d1ac12ab0268cca9714da3eebbfeb10ad,Joseph,Iyer,1995-06-28,+1-555-2631119,TH,Tokyo,1485 Racing Lane,25673,standard,561,Red Bull Racing,2025-09-01,2026-02-11,true,true,true
CRM-00100162,max.khan162@f1retail.com,a59a45c3c334818034d725b79442af6eea5d856767359be6db6e3d6942c677f8,Max,Khan,1962-11-02,+1-555-3768227,AU,Mumbai,334 Racing Lane,87944,standard,696.49,Mercedes,2025-08-25,2025-12-27,true,true,false
CRM-00100163,sergio.iyer163@f1retail.com,e6f35f3a581c7c2e1e4a2034f93d565a2ba5f6167ab7150e20b1ca65e548dd4f,Sergio,Iyer,1983-06-24,+1-555-9673878,BR,Tokyo,6313 Racing Lane,19330,standard,616.31,McLaren,2024-06-23,2026-06-11,true,true,true
CRM-00100164,lucas.russell164@f1retail.com,ab661be813de6105da86e1fa86b7b1aaa73ab951e4e8327ec6ae761d79221375,Lucas,Russell,1986-03-29,+1-555-8780022,IN,Mumbai,6149 Racing Lane,72220,standard,163.77,Williams,2026-06-11,2026-05-15,false,true,false
CRM-00100165,owen.lee165@f1retail.com,36d789edd6455d8941b9f86feb3be47334e4db13175866bf14ffbe599fea5a43,Owen,Lee,1996-08-28,+1-555-3184353,MC,London,2287 Racing Lane,46619,silver,1955.75,Red Bull Racing,2024-05-14,2026-03-20,true,true,true
CRM-00100166,khalid.patel166@f1retail.com,fd61aef1851c28bc58717292126a6b792ca8cdc8b694bd28cb82454f243c3ff9,Khalid,Patel,1977-04-05,+1-555-4726853,AE,Paris,8655 Racing Lane,28321,gold,7280,Aston Martin,2026-04-04,2026-04-29,true,false,true
CRM-00100167,charles.jones167@f1retail.com,95487f6e61636fd9616e1bcef2a4389a067dd2826443e9f4f701566eaedeedf2,Charles,Jones,1981-01-12,+1-555-4933447,IT,New York,1087 Racing Lane,49558,silver,724.76,Mercedes,2025-05-23,2026-04-05,true,true,false
CRM-00100168,charles.perez168@f1retail.com,1ed309fcd7149fa8d9314fbc5bd96ce0df78964f2c9ba4a32f1db12ebc697403,Charles,Perez,1982-07-15,+1-555-3397823,FR,Tokyo,5374 Racing Lane,89399,silver,1298.58,Mercedes,2026-02-09,2026-03-19,true,false,false
CRM-00100169,ishaan.martinez169@f1retail.com,f06e975780665ecec79a09e12c3fe0cdb10d765114a21fa18e54cf3ed8567053,Ishaan,Martinez,1991-07-17,+1-555-6736153,JP,Tokyo,6909 Racing Lane,66709,standard,558.46,Ferrari,2024-11-05,2026-04-12,true,true,true
CRM-00100170,alex.brown170@f1retail.com,2848479a61789b85d92f31510d9e2146157a94ea8defa5687aad468bb23aca41,Alex,Brown,1987-01-14,+1-555-1604612,FR,Tokyo,5386 Racing Lane,38430,standard,476.33,Aston Martin,2026-03-15,2026-01-16,true,false,true
CRM-00100171,khalid.anderson171@f1retail.com,2bd8959ea965f2f5b4ec7cb5c85ac80644db6bcfb03030b2868b61174e6185f1,Khalid,Anderson,1988-01-22,+1-555-4546948,BR,Milan,3766 Racing Lane,87041,gold,4745.88,Williams,2024-10-08,2026-04-09,true,true,false
CRM-00100172,oscar.khan172@f1retail.com,6d0810768ef7d01f362a3c1092e67fc29bc0644022f5fa783651982de21f918d,Oscar,Khan,1978-12-04,+1-555-1493198,SG,Mumbai,2310 Racing Lane,54058,standard,186.77,Mercedes,2026-03-04,2026-04-18,true,true,true
CRM-00100173,henry.verstappen173@f1retail.com,f4f070f7010a908b06d9c1a655df20554107e30ad57046b757e862571b938046,Henry,Verstappen,1975-11-26,+1-555-5143627,GB,London,2893 Racing Lane,59861,vip,23300.35,Ferrari,2024-11-13,2026-01-30,true,true,true
CRM-00100174,amelia.liu174@f1retail.com,08a0ca863943555c69aca8e067a40580e6d0ca9799b25b6fca6aca24819ae8cc,Amelia,Liu,1985-10-22,+1-555-9078339,TH,Tokyo,5282 Racing Lane,85127,silver,2296.91,Williams,2025-02-25,2026-03-30,false,true,false
CRM-00100175,henry.hamilton175@f1retail.com,2417e7c3fe15a33c624f2225ca3ebf2af43df0d0696bb2f69970feec79b97731,Henry,Hamilton,2000-12-23,+1-555-9393316,CA,New York,6570 Racing Lane,94159,gold,5918.5,Williams,2025-01-26,2026-04-09,false,false,false
CRM-00100176,henry.miller176@f1retail.com,706d260eadc399a9e4d6f6409e1b12ae9a74510062844ef8135db1c1f2b7a8cb,Henry,Miller,2005-12-19,+1-555-9773801,SG,Tokyo,9116 Racing Lane,57631,standard,251.11,Mercedes,2025-09-13,2026-04-17,true,true,true
CRM-00100177,fernando.norris177@f1retail.com,8e2764859d530ccd7d6b3b77013ccde0bde14d278f83bac26cdf3752c609bbaa,Fernando,Norris,2002-09-22,+1-555-8260181,MC,Tokyo,8514 Racing Lane,98621,gold,5125.84,Williams,2024-10-27,2026-04-10,true,false,false
CRM-00100178,george.norris178@f1retail.com,4b078465dc1b700e4be6542f8a29fb53ab5bd97cf1a912cf6a7a9ccbf6bbbbb3,George,Norris,1997-05-05,+1-555-7067767,DE,New York,8449 Racing Lane,48603,vip,20375.43,Alpine,2023-09-28,2026-06-14,true,true,false
